aX,aY,aZ,gX,gY,gZ
0.165,0.010,0.956,-5.981,-63.721,-0.549
0.157,0.003,0.958,-5.859,-64.087,-0.427
0.146,-0.003,0.962,-6.226,-64.270,-2.197
0.137,-0.009,0.970,-6.836,-64.209,-5.249
0.125,-0.011,0.983,-7.080,-62.378,-8.789
0.110,-0.007,0.987,-7.141,-58.655,-11.475
0.096,-0.009,0.991,-6.836,-53.894,-12.573
0.087,-0.015,0.992,-6.348,-48.279,-13.000
0.076,-0.029,0.991,-6.165,-42.725,-14.038
0.072,0.007,0.992,-5.798,-37.354,-16.296
0.067,0.021,0.990,-5.310,-32.227,-17.029
0.060,0.016,0.987,-4.883,-27.588,-16.418
0.053,0.011,0.985,-4.700,-24.170,-17.761
0.049,-0.011,0.987,-4.761,-21.729,-21.729
0.236,0.001,1.057,-5.005,-18.555,-26.733
0.221,-0.022,1.285,-3.052,0.671,-23.499
0.118,0.039,1.125,2.258,60.852,-18.982
0.068,0.044,0.887,4.761,105.835,-24.902
0.030,0.002,0.792,2.686,99.060,-32.104
0.045,-0.022,0.872,-2.441,62.805,-44.983
0.085,-0.016,0.925,-7.568,34.607,-60.303
0.115,-0.011,0.947,-9.766,21.118,-65.369
0.126,-0.010,0.951,-9.705,14.282,-61.401
0.133,-0.012,0.944,-9.094,8.972,-54.260
0.141,-0.018,0.924,-8.423,3.113,-46.814
0.151,-0.019,0.907,-8.240,-6.470,-40.955
0.147,-0.031,0.933,-8.362,-19.287,-36.560
0.105,-0.053,1.025,-8.606,-28.076,-34.180
0.072,-0.073,1.106,-8.179,-18.921,-36.377
0.102,-0.062,1.080,-6.653,7.568,-41.809
0.137,-0.053,0.988,-5.066,34.546,-44.250
0.151,-0.038,0.920,-4.089,43.396,-41.504
0.166,-0.038,0.891,-4.089,36.072,-35.950
0.166,-0.049,0.906,-4.517,21.179,-30.884
0.163,-0.056,0.924,-5.371,7.324,-28.931
0.162,-0.059,0.927,-6.409,-2.136,-29.358
0.165,-0.057,0.920,-7.080,-9.216,-30.457
0.172,-0.046,0.914,-7.446,-17.395,-30.090
0.177,-0.044,0.913,-7.507,-26.428,-26.794
0.175,-0.042,0.915,-7.202,-35.889,-20.935
0.166,-0.042,0.921,-6.653,-44.861,-14.038
0.151,-0.038,0.936,-6.042,-53.101,-7.263
0.131,-0.038,0.949,-5.798,-59.143,-1.953
0.116,-0.023,0.955,-5.493,-63.416,2.441
0.097,-0.028,0.959,-5.188,-65.796,5.859
0.083,-0.024,0.963,-5.371,-67.505,7.385
0.084,-0.167,1.068,-4.883,-68.787,8.179
0.051,-0.083,1.034,-6.958,-68.665,8.972
0.048,-0.020,0.934,-5.066,-68.359,10.620
0.017,-0.059,1.017,-5.676,-67.627,12.207
0.015,-0.014,1.002,-6.348,-65.125,13.245
-0.022,-0.031,1.029,-4.639,-61.890,15.137
-0.047,-0.018,1.048,-2.686,-39.856,15.991
-0.024,-0.045,0.906,0.916,4.639,13.855
-0.067,-0.049,1.042,-0.916,-2.747,2.563
-0.030,-0.029,0.999,-0.488,5.676,-2.930
-0.026,-0.062,1.010,-0.183,12.268,-1.648
0.015,-0.020,0.979,0.061,17.151,-1.282
0.055,-0.020,1.008,0.061,19.592,-3.723
0.056,-0.039,1.058,0.549,25.818,-7.202
0.074,-0.021,1.107,2.563,41.565,-11.047
0.124,0.009,1.091,5.127,66.833,-10.010
0.112,-0.011,1.000,6.531,90.576,-8.423
0.114,-0.013,0.937,5.737,100.830,-17.456
0.093,-0.013,0.910,3.845,97.107,-31.738
0.086,-0.003,0.917,0.916,86.975,-43.884
0.055,-0.003,0.939,-1.099,78.247,-50.354
1.897,2.017,0.946,-483.643,57.434,-12.451
-1.285,-0.104,1.226,-124.817,-128.601,-5.127
0.501,-0.263,1.192,145.630,115.173,-48.279
-0.397,0.370,-0.104,-73.181,56.946,-57.800
-0.109,-0.456,1.917,20.691,-41.565,-41.992
-0.199,-0.111,1.285,-9.338,-23.010,-56.213
-0.166,-0.063,0.771,9.277,28.931,-75.989
-0.086,-0.058,0.849,-4.761,6.348,-97.534
0.093,0.017,1.058,-13.245,-30.273,-107.178
0.105,-0.019,0.978,-12.390,-21.301,-92.468
0.274,-0.033,1.000,-4.883,-6.226,-60.913
0.368,0.026,0.979,-14.893,-27.588,-33.813
0.143,0.126,0.823,-21.484,-44.861,12.634
-0.040,0.071,0.906,-1.465,-5.920,44.678
-0.030,-0.065,1.006,1.343,8.789,44.189
-0.055,-0.033,0.974,-0.122,1.099,40.894
-0.020,-0.019,0.964,0.549,2.625,41.870
0.002,-0.045,0.962,-0.061,0.793,41.138
-0.002,-0.021,0.977,-0.061,2.136,35.706
0.015,-0.019,1.004,-0.122,2.625,28.931
-0.006,-0.018,0.958,-0.305,1.282,21.057
0.013,-0.020,0.975,-0.977,-0.122,17.822
-0.002,-0.026,0.980,-0.305,0.793,18.127
-0.009,-0.035,0.973,-0.610,0.305,19.165
-0.009,0.001,0.982,-0.427,0.732,19.592
-0.011,-0.024,0.972,-0.183,1.160,17.578
-0.001,-0.005,0.969,-0.793,0.977,14.709
-0.007,-0.027,0.986,-0.244,0.916,11.719
-0.025,-0.023,0.969,-0.427,-0.977,9.399
-0.010,-0.027,0.972,-0.610,-0.793,9.521
-0.010,-0.021,0.980,-0.610,0.305,7.080
-0.006,-0.016,0.981,-0.488,-0.122,5.310
-0.019,-0.021,0.973,-0.366,-1.465,3.052
-0.007,-0.016,0.979,-0.366,-2.258,2.075
-0.058,-0.010,0.944,-0.305,-2.686,1.953
0.000,-0.009,0.993,-0.488,-1.099,2.075
-0.001,-0.016,0.981,-0.244,-2.075,1.770
-0.041,-0.027,0.946,0.244,-4.028,1.892
-0.014,-0.028,0.974,-0.793,0.854,0.854
-0.024,-0.018,0.969,-0.977,2.258,0.000
-0.011,-0.016,0.983,-1.038,2.014,-0.061
-0.018,-0.017,0.975,-0.793,1.099,0.061
-0.019,-0.016,0.972,-0.671,0.671,0.183
-0.020,-0.015,0.972,-0.854,1.221,0.061
-0.047,-0.015,0.939,-0.977,2.441,0.061
-0.032,-0.011,0.960,-1.465,6.836,0.183
0.002,0.005,1.029,-1.404,8.606,-0.061
-0.008,-0.022,0.963,-0.610,0.366,0.488
-0.018,-0.012,0.969,-0.488,0.122,0.549
-0.019,-0.010,0.970,-0.488,1.221,0.305
-0.018,-0.011,0.971,-0.732,1.343,0.183
-0.015,-0.012,0.974,-0.671,1.465,0.122
-0.019,-0.012,0.977,-0.610,1.099,0.061
-0.023,-0.012,0.977,-0.427,0.916,0.305
-0.023,-0.013,0.980,-0.610,1.099,0.305
-0.027,-0.013,0.975,-0.610,1.038,0.305
-0.028,-0.015,0.973,-0.732,0.732,0.061
-0.025,-0.015,0.971,-0.610,0.732,0.244
-0.021,-0.016,0.972,-0.488,0.549,0.244
-0.016,-0.015,0.972,-0.488,0.549,0.122
-0.013,-0.014,0.975,-0.488,0.793,0.061
-0.010,-0.009,0.975,-0.610,0.732,0.183
-0.013,-0.005,0.975,-0.610,0.793,0.244
-0.016,-0.005,0.972,-0.732,0.793,0.305
-0.021,-0.005,0.973,-0.732,0.671,0.488
-0.026,-0.005,0.973,-0.671,0.732,0.427
-0.027,-0.007,0.978,-0.427,0.793,0.427
-0.027,-0.010,0.974,-0.549,0.854,0.366
-0.025,-0.011,0.974,-0.732,0.977,0.183
-0.024,-0.012,0.974,-0.793,0.977,0.183
-0.019,-0.017,0.976,-0.671,0.488,0.183
-0.018,-0.019,0.975,-0.488,0.549,0.244
-0.015,-0.022,0.970,-0.427,0.488,0.244
-0.009,-0.024,0.972,-0.488,0.427,0.244
-0.003,-0.021,0.975,-0.488,0.610,0.244
-0.000,-0.016,0.976,-0.916,0.732,0.061
-0.000,-0.012,0.981,-0.671,0.610,0.183
-0.002,-0.007,0.978,-0.610,0.549,0.122
-0.006,-0.008,0.981,-0.671,0.610,0.183
-0.014,-0.008,0.971,-0.549,0.366,0.305
-0.023,-0.011,0.978,-0.549,0.488,0.366
-0.028,-0.012,0.967,-0.793,0.732,0.122
-0.028,-0.015,0.974,-0.549,0.427,0.244
-0.031,-0.013,0.969,-0.549,0.610,0.366
-0.029,-0.011,0.978,-0.671,0.671,0.305
-0.033,-0.006,0.972,-0.488,0.427,0.427
-0.030,-0.003,0.975,-0.610,0.610,0.488
-0.027,-0.003,0.971,-0.732,0.793,0.305
-0.022,-0.005,0.976,-0.671,0.732,0.427
-0.022,-0.006,0.971,-0.427,0.732,0.610
-0.019,-0.008,0.975,-0.610,0.610,0.549
-0.032,-0.009,0.959,-0.366,0.671,0.488
-0.026,-0.007,0.978,-0.488,0.854,0.732
-0.024,-0.020,0.975,-0.732,0.061,0.854
-0.020,-0.019,0.977,-0.793,0.549,0.366
-0.021,-0.019,0.974,-0.549,0.671,0.244
-0.014,-0.022,0.975,-0.671,0.732,0.305
-0.007,-0.026,0.974,-0.732,0.488,0.366
-0.004,-0.024,0.973,-0.610,0.427,0.366
-0.000,-0.023,0.974,-0.671,0.732,0.183
-0.001,-0.018,0.976,-0.732,0.916,0.244
-0.003,-0.013,0.975,-0.610,0.610,0.305
-0.009,-0.010,0.975,-0.488,0.610,0.244
-0.015,-0.005,0.974,-0.671,0.610,0.305
-0.018,-0.006,0.973,-0.793,0.671,0.305
-0.021,-0.007,0.975,-0.854,0.793,0.244
-0.021,-0.011,0.975,-0.977,0.916,-0.061
-0.021,-0.012,0.976,-0.732,0.732,0.000
-0.021,-0.014,0.971,-0.732,0.793,0.122
-0.020,-0.014,0.973,-0.610,0.732,0.122
-0.020,-0.014,0.973,-0.854,0.549,0.244
-0.023,-0.011,0.972,-0.793,0.549,0.305
-0.023,-0.010,0.974,-0.854,0.854,0.183
-0.024,-0.008,0.974,-0.732,0.427,0.305
-0.024,-0.009,0.974,-0.793,0.610,0.366
-0.021,-0.011,0.974,-0.671,0.732,0.366
-0.018,-0.012,0.972,-0.488,0.610,0.183
-0.017,-0.014,0.977,-0.610,0.610,0.244
-0.016,-0.015,0.974,-0.793,0.916,0.061
