aX,aY,aZ,gX,gY,gZ
-0.328,-1.426,0.081,-20.874,-8.972,3.418
-0.349,-1.363,0.107,-15.015,-1.831,12.817
-0.380,-1.300,0.146,-9.521,5.737,20.203
-0.409,-1.232,0.171,-7.019,12.085,26.855
-0.432,-1.179,0.162,-7.141,15.381,33.020
-0.457,-1.137,0.141,-8.179,15.625,37.903
-0.457,-1.103,0.114,-8.667,14.038,41.016
-0.448,-1.078,0.101,-7.751,11.658,41.870
-0.449,-1.036,0.084,-6.348,9.705,41.748
-0.440,-0.998,0.077,-5.005,6.104,41.138
-0.417,-0.966,0.087,-4.944,2.502,40.405
-0.396,-0.948,0.099,-6.409,0.122,39.124
-0.370,-0.935,0.116,-8.362,-0.916,37.170
-0.355,-0.937,0.151,-8.179,-0.244,34.424
-0.347,-0.926,0.187,-7.080,1.587,29.724
-0.362,-0.918,0.205,-7.690,1.160,24.353
-0.360,-0.909,0.182,-10.559,-2.136,19.714
-0.880,2.759,0.349,-90.637,58.899,59.509
-0.751,2.910,0.432,-75.317,61.523,14.587
-0.539,2.698,0.402,-72.266,48.950,-9.583
-0.373,2.334,0.323,-74.707,29.907,-13.489
-0.280,1.974,0.224,-70.923,15.015,-13.306
-0.212,1.639,0.166,-56.458,14.282,-17.151
-0.170,1.352,0.149,-36.255,17.029,-24.719
-0.145,1.114,0.145,-15.869,14.343,-29.541
-0.131,0.911,0.145,-1.160,10.071,-28.137
-0.119,0.783,0.151,8.423,6.531,-23.193
-0.138,0.663,0.167,17.151,2.991,-17.273
-0.179,0.560,0.181,22.949,-0.427,-10.803
-0.203,0.507,0.174,25.024,-5.310,-4.578
-0.228,0.489,0.180,28.503,-11.169,-1.648
-0.234,0.490,0.193,33.691,-14.221,-2.197
-0.234,0.502,0.195,39.490,-15.381,-3.052
-0.236,0.532,0.213,45.959,-15.015,-2.380
-0.247,0.583,0.232,54.688,-13.611,0.000
-0.262,0.633,0.272,65.552,-11.108,2.075
-0.266,0.690,0.326,75.806,-7.629,1.953
-0.256,0.738,0.383,81.543,-4.211,1.282
-0.254,0.784,0.430,78.857,-0.977,2.075
-0.261,0.826,0.447,68.604,1.221,5.859
-0.287,0.858,0.452,54.077,2.441,10.742
-0.334,0.876,0.431,37.659,2.136,13.855
-0.344,0.895,0.373,22.217,-0.732,13.855
-0.330,0.898,0.316,12.939,-3.845,12.329
-0.318,0.904,0.283,10.437,-5.554,10.376
-0.315,0.918,0.263,13.367,-5.554,8.362
-0.329,0.952,0.255,19.287,-3.845,6.653
-0.358,1.009,0.268,25.757,-0.061,5.371
-0.385,1.078,0.315,29.724,3.052,4.639
-0.423,1.134,0.354,26.611,2.747,5.676
-0.449,1.167,0.367,17.456,0.183,7.935
-0.480,1.167,0.364,9.155,-4.944,8.362
-0.509,1.157,0.346,4.700,-9.827,5.310
-0.462,1.141,0.376,8.179,-15.564,-1.648
-0.415,1.129,0.411,15.320,-23.376,-8.240
-0.374,1.136,0.443,20.874,-27.039,-14.343
-0.346,1.091,0.458,26.917,-25.024,-21.179
-0.300,1.038,0.481,37.354,-19.470,-30.029
-0.258,0.988,0.501,55.908,-15.137,-40.527
-0.201,0.950,0.514,77.026,-11.169,-52.490
-0.127,0.921,0.517,99.060,-6.226,-64.636
-0.049,0.877,0.514,123.474,-1.099,-74.463
0.031,0.822,0.513,153.564,9.094,-81.238
0.079,0.796,0.552,196.899,20.691,-88.928
0.104,0.787,0.645,243.896,32.898,-102.173
0.137,0.839,0.770,281.677,50.049,-118.713
0.161,0.916,0.934,310.852,69.824,-131.287
0.134,0.922,1.097,332.703,82.825,-138.611
0.168,0.849,1.181,345.947,87.097,-145.508
0.297,0.809,1.205,356.384,89.478,-152.039
0.355,0.743,1.279,372.498,93.933,-157.898
0.376,0.673,1.331,388.855,102.417,-166.382
0.405,0.651,1.382,401.062,116.821,-178.040
0.419,0.618,1.422,408.997,132.019,-189.270
0.483,0.567,1.468,410.156,148.437,-194.702
0.528,0.473,1.489,407.715,162.781,-191.833
0.573,0.375,1.463,402.161,176.086,-183.228
0.583,0.293,1.410,394.592,193.909,-173.767
0.618,0.169,1.360,384.399,213.989,-168.823
0.614,0.127,1.316,379.822,229.919,-169.250
0.555,0.078,1.247,386.780,238.281,-173.401
0.503,0.043,1.223,393.066,245.667,-180.237
0.450,0.072,1.178,390.381,252.197,-187.317
0.458,0.072,1.174,374.207,255.371,-190.369
0.447,0.081,1.209,339.233,240.784,-191.101
0.383,0.164,1.082,291.382,208.313,-185.486
0.406,0.092,1.010,245.178,188.232,-166.504
0.402,-0.037,0.888,201.050,167.236,-146.667
0.402,-0.181,0.702,166.687,148.743,-130.188
0.382,-0.267,0.493,151.306,138.855,-120.239
0.333,-0.332,0.380,153.076,140.991,-118.713
0.267,-0.379,0.320,163.025,148.560,-126.526
0.227,-0.442,0.303,171.387,154.236,-140.442
0.251,-0.485,0.282,174.072,153.564,-154.785
0.288,-0.494,0.248,172.791,143.311,-160.278
0.313,-0.486,0.235,168.030,129.700,-154.785
0.263,-0.493,0.241,160.522,115.540,-145.691
0.210,-0.441,0.186,150.208,102.295,-141.602
0.077,-0.458,0.140,142.334,89.478,-141.479
0.099,-0.498,0.118,137.390,78.979,-145.630
0.125,-0.565,0.092,133.545,69.336,-147.949
0.175,-0.650,0.063,131.714,59.631,-147.461
0.213,-0.688,0.050,130.127,53.406,-143.005
0.240,-0.716,0.066,127.930,49.500,-134.827
0.206,-0.705,0.066,124.023,44.861,-125.488
0.052,-0.613,-0.039,124.207,31.555,-118.347
0.004,-0.533,0.003,131.836,17.151,-113.464
-0.142,-0.494,0.070,138.306,6.775,-107.849
-0.183,-0.387,0.229,144.287,1.892,-108.948
-0.191,-0.304,0.452,151.917,2.014,-112.915
-0.003,-0.236,0.728,151.184,5.432,-121.765
0.098,-0.108,0.872,141.602,-3.296,-126.953
0.045,0.066,0.971,137.207,-23.010,-115.906
-0.139,0.198,0.940,136.169,-38.757,-98.999
-0.311,0.269,0.915,122.986,-34.058,-97.046
-0.410,0.192,0.872,96.558,-15.259,-110.413
-0.420,0.023,0.752,65.796,-0.671,-129.578
-0.364,-0.164,0.527,37.598,2.014,-144.592
-0.307,-0.374,0.344,16.846,-0.549,-146.851
-0.297,-0.524,0.169,-0.977,-4.639,-138.123
-0.271,-0.686,-0.013,-19.714,-9.338,-126.831
-0.208,-0.842,-0.149,-37.598,-8.850,-116.882
-0.159,-1.016,-0.208,-50.049,-5.310,-107.788
-0.084,-1.185,-0.253,-60.669,1.465,-100.525
-0.024,-1.328,-0.331,-70.313,10.315,-93.567
0.019,-1.471,-0.396,-76.599,17.761,-84.045
0.021,-1.601,-0.417,-80.811,25.085,-72.632
0.039,-1.684,-0.503,-83.130,28.687,-62.073
0.059,-1.741,-0.607,-82.581,28.809,-50.171
0.005,-1.795,-0.644,-74.707,29.236,-34.607
-0.080,-1.795,-0.649,-61.096,28.687,-21.301
-0.142,-1.758,-0.627,-45.227,26.794,-11.963
-0.182,-1.712,-0.554,-31.250,25.146,-6.470
-0.181,-1.645,-0.484,-24.048,20.447,-2.197
-0.139,-1.568,-0.413,-22.644,11.292,5.554
-0.128,-1.498,-0.337,-22.034,1.648,17.273
-0.409,1.844,0.423,29.968,-6.104,18.311
-0.362,1.811,0.314,19.836,-22.766,9.705
-0.269,1.676,0.218,7.935,-32.837,9.094
-0.235,1.487,0.143,1.160,-39.490,11.780
-0.226,1.322,0.114,2.502,-38.330,9.766
-0.219,1.208,0.105,9.216,-31.982,2.563
-0.209,1.118,0.131,18.555,-24.780,-5.554
-0.200,1.073,0.198,28.809,-18.372,-14.099
-0.182,1.044,0.240,35.095,-14.526,-20.203
-0.147,1.043,0.313,35.400,-13.000,-21.606
-0.151,1.046,0.344,30.640,-11.780,-18.982
-0.165,1.050,0.366,24.841,-10.986,-14.832
-0.178,1.041,0.381,20.264,-8.423,-11.597
-0.199,1.076,0.389,15.564,-4.089,-10.864
-0.241,1.137,0.390,10.498,2.686,-10.742
-0.308,1.175,0.376,4.883,9.583,-10.010
-0.333,1.207,0.358,2.563,12.756,-11.292
-0.318,1.236,0.370,5.127,14.160,-15.259
-0.304,1.266,0.414,9.338,16.235,-22.095
-0.281,1.281,0.470,11.841,20.813,-31.982
-0.238,1.276,0.504,12.512,25.940,-42.725
-0.195,1.250,0.499,10.437,32.410,-50.598
-0.176,1.217,0.474,7.690,39.185,-53.589
-0.159,1.185,0.434,7.019,45.044,-54.077
-0.128,1.170,0.417,11.292,49.866,-53.955
-0.119,1.170,0.402,20.691,53.406,-54.443
-0.087,1.182,0.380,35.400,57.495,-55.603
-0.068,1.193,0.367,58.716,60.852,-56.824
-0.060,1.219,0.403,86.853,63.904,-60.181
-0.090,1.233,0.477,110.840,69.092,-69.702
-0.124,1.203,0.516,130.371,75.256,-84.534
-0.068,1.156,0.491,151.917,82.031,-101.257
0.020,1.097,0.460,180.847,87.891,-114.258
0.074,1.011,0.427,212.524,94.360,-120.728
0.128,0.955,0.416,245.728,101.440,-124.817
0.203,0.887,0.447,279.114,109.314,-128.479
0.271,0.792,0.500,313.171,114.258,-129.822
0.363,0.647,0.567,347.473,118.408,-129.211
0.452,0.535,0.639,378.723,124.878,-124.756
0.462,0.402,0.703,406.372,133.301,-116.150
0.407,0.379,0.782,428.955,144.714,-112.061
0.367,0.342,0.766,445.312,152.588,-117.920
0.449,0.329,0.649,449.463,162.598,-124.084
0.535,0.289,0.557,449.951,175.720,-122.620
0.548,0.202,0.551,455.383,183.533,-112.854
0.523,0.143,0.546,462.341,185.791,-97.778
0.486,0.106,0.540,466.919,184.753,-85.449
0.442,0.067,0.561,467.346,181.274,-79.346
0.374,0.032,0.568,462.830,174.744,-76.721
0.248,0.031,0.573,456.238,161.926,-76.416
0.121,0.016,0.463,444.458,140.503,-79.651
0.060,-0.036,0.366,432.007,119.202,-84.717
0.050,-0.062,0.430,428.955,105.347,-96.191
0.123,-0.079,0.539,427.063,97.473,-115.906
0.239,-0.135,0.642,410.645,91.919,-131.287
0.311,-0.204,0.716,381.958,80.566,-132.690
0.330,-0.246,0.794,346.680,62.744,-123.474
0.306,-0.320,0.843,307.861,43.396,-109.741
0.251,-0.385,0.853,268.494,29.968,-98.450
0.206,-0.350,0.867,239.624,26.184,-90.149
0.266,-0.452,0.960,224.670,39.612,-72.083
-0.167,-0.579,0.805,226.318,34.790,-70.435
-0.064,-0.496,0.874,242.249,36.255,-104.858
0.048,-0.503,0.926,259.338,52.002,-132.812
0.130,-0.415,0.948,258.484,78.430,-144.775
0.164,-0.293,0.991,248.596,95.886,-143.433
0.032,-0.347,1.009,228.760,86.853,-136.536
0.008,-0.264,0.871,194.702,69.519,-137.329
-0.009,-0.310,0.767,158.081,57.495,-132.385
-0.024,-0.407,0.571,123.840,45.837,-124.512
0.023,-0.517,0.322,103.577,38.635,-119.934
0.046,-0.529,0.123,106.750,39.734,-119.812
-0.055,-0.545,0.048,127.258,50.598,-122.986
-0.168,-0.444,-0.042,148.193,63.843,-130.127
-0.266,-0.393,-0.060,165.161,70.984,-140.259
-0.297,-0.321,-0.017,169.067,67.749,-153.076
-0.338,-0.250,-0.037,157.288,51.941,-157.654
-0.349,-0.238,-0.071,135.620,31.433,-154.968
-0.342,-0.340,-0.099,111.450,16.541,-152.893
-0.314,-0.469,-0.104,95.520,10.376,-154.358
-0.281,-0.624,-0.127,90.637,10.498,-158.508
-0.234,-0.709,-0.187,90.881,13.977,-161.804
-0.186,-0.798,-0.169,91.919,15.259,-162.720
-0.122,-0.876,-0.121,82.947,14.954,-161.621
-0.072,-0.967,-0.104,62.500,13.672,-154.236
-0.082,-1.037,-0.123,39.429,8.789,-138.550
-0.141,-1.106,-0.148,19.409,0.732,-120.789
-0.153,-1.132,-0.172,2.930,-6.348,-107.056
-0.122,-1.199,-0.165,-7.568,-9.949,-96.375
-0.099,-1.265,-0.168,-13.184,-9.644,-86.121
-0.079,-1.316,-0.123,-15.564,-7.996,-75.317
-0.036,-1.371,-0.067,-22.278,-6.287,-64.331
0.032,-1.460,-0.021,-35.828,-5.249,-50.293
0.083,-1.572,0.000,-52.673,-4.089,-33.081
0.090,-1.611,-0.041,-67.627,-2.991,-13.245
0.016,-1.579,-0.129,-74.951,-1.343,5.554
-0.072,-1.542,-0.199,-73.120,0.854,18.066
-0.141,-1.460,-0.276,-66.284,3.235,21.851
-0.171,-1.404,-0.272,-55.298,2.502,21.423
-0.147,-1.384,-0.215,-46.204,-1.099,19.226
-0.088,-1.397,-0.142,-42.603,-5.920,19.043
-0.014,-1.432,-0.057,-42.725,-10.376,21.423
0.046,-1.425,0.032,-44.067,-13.550,26.611
0.055,-1.363,0.007,-44.556,-13.245,33.081
-0.024,-1.312,-0.010,-41.565,-11.353,36.438
-0.051,-1.256,0.002,-36.438,-9.033,37.537
-0.087,-1.220,0.029,-31.189,-5.554,35.645
-0.094,-1.199,0.093,-27.222,-4.333,32.776
-0.092,-1.208,0.148,-26.367,-5.249,30.701
-0.047,-1.207,0.214,-28.442,-6.836,28.748
-0.017,-1.193,0.258,-31.982,-8.606,29.358
0.010,-1.183,0.290,-35.461,-8.850,33.508
0.016,-1.142,0.269,-39.185,-8.301,37.781
0.009,-1.109,0.265,-39.734,-5.310,41.016
-0.017,-1.062,0.243,-38.757,0.427,41.992
-0.024,-1.029,0.236,-35.645,9.216,40.344
-0.031,-1.000,0.235,-30.579,19.653,38.025
-0.033,-0.967,0.253,-25.879,30.457,34.424
-0.032,-0.952,0.295,-24.353,41.016,31.128
-0.620,2.726,0.475,-18.799,40.955,49.072
-0.496,2.992,0.334,-7.507,54.321,0.488
-0.463,2.912,0.154,-0.916,57.251,-14.465
-0.507,2.507,0.176,6.165,41.077,-12.939
-0.426,2.037,0.220,5.005,20.325,-17.273
-0.254,1.630,0.229,2.625,5.066,-23.132
-0.144,1.283,0.177,8.240,-6.470,-22.705
-0.069,1.051,0.166,17.090,-11.292,-18.127
-0.047,0.935,0.157,30.090,-17.639,-12.024
-0.045,0.891,0.180,46.265,-25.696,-4.883
-0.062,0.895,0.229,59.692,-33.203,-1.160
-0.096,0.893,0.265,71.777,-39.063,0.122
-0.135,0.921,0.270,84.900,-42.786,-1.404
-0.163,1.001,0.269,106.934,-43.762,-7.874
-0.205,1.089,0.314,141.785,-40.771,-20.020
-0.263,1.176,0.402,184.631,-32.166,-37.170
-0.335,1.272,0.443,226.013,-21.423,-57.007
-0.377,1.364,0.499,265.015,-12.390,-78.735
-0.404,1.421,0.594,300.171,-3.723,-102.417
-0.385,1.440,0.691,328.064,5.310,-123.840
-0.310,1.352,0.761,349.304,15.381,-138.977
-0.211,1.184,0.786,366.150,27.771,-149.902
-0.089,1.005,0.792,386.536,42.542,-157.043
0.013,0.809,0.797,415.100,60.669,-163.086
0.071,0.602,0.822,447.327,85.083,-173.157
0.142,0.447,0.865,479.309,114.380,-190.735
0.179,0.326,0.923,509.949,139.893,-215.332
0.243,0.201,0.994,535.217,161.560,-239.014
0.334,0.053,1.073,557.312,180.786,-251.526
0.443,-0.157,1.086,582.397,195.740,-251.892
0.535,-0.213,1.185,616.760,207.458,-251.282
0.616,-0.286,1.338,646.912,215.576,-254.700
0.746,-0.310,1.476,646.545,222.412,-254.272
0.851,-0.216,1.587,616.089,223.694,-242.249
0.889,-0.185,1.680,563.538,216.003,-212.524
0.781,-0.172,1.672,492.554,192.200,-172.546
0.593,-0.088,1.466,423.645,154.663,-132.935
0.442,-0.026,1.114,372.070,128.418,-98.877
0.198,0.009,0.900,332.825,116.699,-81.238
0.053,-0.011,0.856,299.072,113.281,-83.557
0.109,-0.001,0.821,264.221,111.267,-91.248
0.155,-0.036,0.704,229.858,102.234,-93.506
0.143,-0.136,0.527,206.238,92.896,-90.637
0.068,-0.208,0.379,195.923,87.769,-90.698
0.002,-0.229,0.292,200.745,85.938,-94.482
-0.003,-0.218,0.278,212.158,87.708,-98.450
-0.013,-0.172,0.325,219.849,92.285,-100.647
-0.054,-0.091,0.388,221.802,93.994,-104.309
-0.148,0.010,0.434,215.393,91.614,-109.802
-0.238,0.183,0.420,203.674,86.121,-117.126
-0.311,0.460,0.383,193.970,77.820,-123.474
-0.498,0.587,0.429,188.965,69.702,-129.272
-0.639,0.768,0.318,174.011,64.087,-151.123
-0.685,0.747,0.265,149.170,75.500,-180.786
-0.762,0.652,0.170,121.887,89.478,-212.097
-0.790,0.523,0.091,94.910,100.464,-238.708
-0.740,0.271,0.123,71.899,99.609,-254.333
-0.749,0.041,0.030,52.368,76.538,-261.841
-0.728,-0.267,-0.088,38.330,48.401,-253.723
-0.708,-0.574,-0.148,28.076,30.090,-241.455
-0.581,-0.876,-0.146,20.569,19.043,-235.962
-0.432,-1.078,-0.128,15.808,10.620,-229.187
-0.310,-1.279,-0.129,14.160,1.404,-215.393
-0.166,-1.453,-0.102,12.207,-5.920,-200.317
-0.025,-1.609,-0.086,8.240,-10.315,-183.899
0.089,-1.753,-0.112,3.296,-13.489,-162.964
0.167,-1.855,-0.172,-1.404,-16.785,-137.146
0.190,-1.923,-0.200,-3.052,-23.743,-108.093
0.202,-1.966,-0.220,-6.226,-30.762,-78.552
0.190,-1.967,-0.241,-10.864,-36.133,-51.086
0.170,-1.952,-0.230,-11.475,-37.354,-26.917
0.085,-1.927,-0.176,-6.165,-34.851,-6.653
-0.026,-1.877,-0.122,-0.061,-30.640,7.874
-0.063,-1.766,-0.074,3.235,-25.818,16.174
-0.050,-1.645,-0.005,2.136,-19.897,22.400
-0.076,-1.521,0.020,-5.737,-14.648,31.494
-0.151,-1.401,0.006,-17.212,-11.658,41.931
-0.213,-1.311,-0.027,-27.527,-9.277,49.683
-0.248,-1.237,-0.079,-35.156,-5.798,54.260
-0.311,-1.166,-0.112,-33.997,-3.052,59.204
-0.376,-1.101,-0.086,-27.283,-0.488,61.340
-0.419,-1.025,-0.048,-22.156,1.221,58.716
-0.457,-0.926,-0.064,-20.386,-0.305,53.101
-0.488,-0.850,-0.042,-16.541,-4.639,46.570
-0.463,-0.801,0.009,-10.010,-10.315,39.185
-0.416,-0.777,0.050,-8.911,-14.404,30.884
-0.363,-0.777,0.087,-11.719,-17.334,23.560
-0.301,-0.811,0.121,-17.029,-21.362,18.127
-0.233,-0.866,0.145,-24.719,-25.330,15.808
-0.170,-0.918,0.158,-32.837,-28.442,15.869
-0.151,-0.937,0.167,-37.354,-30.090,18.066
-0.157,-0.977,0.170,-36.987,-30.518,20.020
-0.166,-1.001,0.163,-34.302,-26.306,19.348
-0.177,-1.003,0.173,-26.489,-21.118,15.991
-0.167,-0.996,0.198,-17.639,-16.357,12.268
-0.153,-0.984,0.239,-12.573,-11.963,10.010
-0.140,-0.998,0.286,-11.841,-9.277,8.850
-0.122,-1.037,0.327,-16.479,-8.301,8.484
-0.094,-1.064,0.328,-25.085,-9.827,9.521
-0.070,-1.097,0.323,-36.072,-13.489,12.329
-0.041,-1.134,0.315,-49.255,-17.578,15.564
0.012,-1.175,0.293,-64.880,-20.142,18.738
0.082,-1.260,0.239,-77.087,-20.691,27.039
0.076,-1.299,0.229,-75.134,-16.113,39.490
0.046,-1.283,0.235,-59.082,-7.812,46.448
0.045,-1.221,0.249,-42.969,5.615,44.556
0.038,-1.147,0.280,-33.569,21.545,38.818
0.033,-1.073,0.339,-32.837,34.485,34.180
0.015,-1.018,0.395,-41.382,40.955,33.875
-0.006,-0.999,0.439,-59.692,42.908,36.194
0.008,-1.011,0.463,-88.257,43.213,39.001
0.034,-1.029,0.453,-121.460,40.710,41.809
0.065,-1.091,0.426,-152.649,36.377,47.546
0.088,-1.076,0.401,-177.612,33.508,55.359
0.084,-1.115,0.409,-189.392,31.738,66.711
0.066,-1.133,0.406,-192.139,31.494,77.637
0.053,-1.114,0.410,-185.730,33.020,84.717
0.022,-1.069,0.441,-173.889,35.400,87.097
-0.001,-0.986,0.523,-163.391,39.185,84.717
-0.335,2.373,-0.126,1.038,25.574,25.818
-0.366,2.162,-0.052,9.827,22.644,10.620
-0.379,1.808,0.032,13.672,11.780,-2.747
-0.230,1.494,0.085,12.878,1.709,-12.878
-0.099,1.276,0.138,9.216,-7.385,-18.188
-0.106,1.112,0.133,8.728,-18.066,-16.357
-0.073,0.993,0.176,12.024,-19.043,-13.489
0.017,1.021,0.212,13.367,-16.357,-9.521
0.001,0.990,0.260,14.709,-18.677,1.587
-0.101,0.937,0.228,22.644,-29.724,5.127
-0.064,1.014,0.184,35.583,-29.236,-0.488
-0.035,1.099,0.212,51.880,-17.578,-4.272
-0.109,1.184,0.247,68.298,-8.545,-7.507
-0.201,1.282,0.281,83.923,-1.282,-12.146
-0.280,1.340,0.323,97.900,5.920,-20.142
-0.340,1.383,0.313,105.835,9.460,-32.837
-0.369,1.413,0.297,111.694,11.230,-48.157
-0.366,1.427,0.304,121.094,14.404,-63.904
-0.362,1.377,0.263,132.568,17.700,-79.102
-0.317,1.367,0.215,146.912,21.179,-93.445
-0.253,1.372,0.228,167.603,24.231,-107.178
-0.196,1.350,0.272,191.284,26.123,-118.347
-0.132,1.299,0.322,212.036,27.588,-127.136
-0.058,1.288,0.370,227.661,30.701,-135.193
-0.007,1.263,0.463,240.051,37.170,-142.151
-0.005,1.198,0.550,248.779,44.861,-145.691
0.006,1.131,0.577,255.188,51.941,-149.780
0.061,1.065,0.620,263.123,58.899,-156.921
0.128,0.987,0.682,272.583,66.589,-166.016
0.214,0.907,0.730,283.142,72.754,-175.232
0.304,0.870,0.759,291.870,78.186,-181.580
0.346,0.881,0.804,298.096,80.994,-183.044
0.348,0.860,0.854,300.415,84.473,-177.856
0.359,0.750,0.815,297.363,91.309,-167.847
0.340,0.686,0.789,300.537,101.624,-157.166
0.296,0.538,0.759,312.927,113.953,-151.550
0.276,0.381,0.654,331.726,130.981,-151.855
0.342,0.170,0.496,364.197,158.264,-158.081
0.411,0.015,0.361,419.678,200.317,-171.753
0.468,-0.184,0.230,496.643,251.648,-199.341
0.610,-0.375,0.190,585.388,311.401,-237.000
0.663,-0.275,0.384,680.054,364.441,-272.217
0.587,-0.185,0.713,757.324,385.376,-299.683
0.463,-0.005,1.116,770.386,373.596,-310.852
0.294,0.305,1.451,704.102,330.627,-294.006
0.100,0.562,1.461,578.491,262.085,-250.671
0.041,0.636,1.207,434.998,184.204,-198.242
0.009,0.761,0.970,310.303,117.188,-155.151
-0.097,0.832,0.915,221.497,68.848,-132.690
-0.210,0.788,0.964,153.625,46.753,-133.484
-0.282,0.636,0.855,88.379,46.509,-148.499
-0.324,0.378,0.447,37.048,57.312,-167.725
-0.406,0.115,0.120,25.818,71.777,-191.467
-0.476,-0.024,0.010,48.340,88.257,-215.820
-0.602,0.004,-0.044,73.303,98.877,-232.788
-0.777,0.124,-0.109,84.595,101.318,-240.540
-0.990,0.089,-0.037,89.539,94.238,-247.009
-1.042,0.021,0.040,85.205,80.811,-259.155
-0.938,-0.074,0.073,71.106,63.110,-270.996
-0.804,-0.225,0.073,55.237,44.495,-273.621
-0.679,-0.474,0.111,40.405,28.870,-265.564
-0.620,-0.662,0.032,28.442,10.986,-253.723
-0.658,-0.841,-0.006,22.583,0.977,-238.525
-0.609,-1.018,-0.041,19.836,0.488,-232.971
-0.547,-1.121,-0.096,14.893,6.592,-238.403
-0.437,-1.235,-0.087,10.681,10.681,-245.056
-0.272,-1.379,-0.060,4.211,11.658,-241.455
-0.149,-1.517,-0.076,-5.371,1.038,-222.778
-0.046,-1.656,-0.096,-16.052,-16.113,-193.604
0.041,-1.784,-0.126,-27.344,-32.288,-161.499
0.151,-1.913,-0.156,-36.743,-41.748,-132.812
0.265,-2.018,-0.148,-40.344,-42.053,-110.962
0.364,-2.081,-0.100,-37.903,-32.593,-94.421
0.458,-2.101,-0.085,-32.532,-17.212,-80.261
0.454,-2.068,-0.106,-28.320,-5.798,-65.186
0.362,-2.043,-0.107,-28.809,-0.793,-47.363
0.274,-2.002,-0.114,-33.264,-2.625,-27.588
0.192,-1.953,-0.142,-35.278,-11.414,-6.958
0.164,-1.895,-0.185,-32.349,-23.437,10.376
0.135,-1.782,-0.161,-24.414,-30.457,25.757
0.077,-1.650,-0.095,-12.573,-33.081,37.170
0.032,-1.488,-0.002,-4.822,-32.349,43.396
0.019,-1.350,0.089,-3.296,-29.114,47.302
-0.008,-1.227,0.145,-7.629,-27.283,52.185
-0.056,-1.141,0.183,-12.939,-27.649,56.641
-0.092,-1.068,0.230,-17.761,-26.062,60.059
-0.162,-1.008,0.234,-21.301,-26.367,63.110
-0.229,-0.953,0.213,-21.790,-27.710,62.317
-0.281,-0.903,0.236,-17.822,-26.062,57.922
-0.286,-0.856,0.280,-11.963,-23.682,51.208
-0.249,-0.803,0.341,-8.423,-23.132,42.664
-0.219,-0.800,0.419,-9.766,-24.963,36.560
-0.180,-0.812,0.449,-14.832,-29.663,34.058
-0.117,-0.818,0.469,-20.142,-34.851,33.630
-0.079,-0.837,0.453,-22.400,-35.339,34.058
-0.061,-0.861,0.447,-19.409,-27.893,31.189
-0.042,-0.877,0.438,-14.465,-15.381,24.414
-0.044,-0.906,0.451,-11.963,-3.723,18.066
-0.068,-0.924,0.436,-12.756,2.686,14.221
-0.069,-0.948,0.400,-16.846,0.488,12.329
-0.061,-0.985,0.357,-24.292,-5.981,11.353
-0.018,-1.045,0.317,-34.546,-15.015,10.559
0.061,-1.133,0.253,-44.678,-23.743,12.756
0.095,-1.221,0.218,-45.776,-29.297,19.226
0.110,-1.267,0.209,-38.147,-29.053,23.499
0.131,-1.281,0.221,-29.175,-23.376,24.475
0.158,-1.263,0.250,-21.301,-16.663,26.123
0.146,-1.252,0.276,-18.311,-13.062,30.823
0.164,-1.234,0.323,-23.132,-12.268,37.598
0.164,-1.236,0.350,-32.715,-14.648,46.753
0.144,-1.239,0.362,-44.922,-16.541,55.237
0.165,-1.247,0.383,-59.265,-21.851,61.768
0.170,-1.250,0.410,-72.266,-29.236,69.519
0.181,-1.247,0.408,-83.435,-38.330,79.895
0.206,-1.256,0.393,-93.079,-45.471,91.553
0.221,-1.242,0.415,-100.586,-47.668,103.821
0.224,-1.210,0.454,-108.154,-45.349,115.173
0.218,-1.165,0.491,-118.347,-41.199,125.610
0.215,-1.111,0.505,-131.226,-37.476,136.841
-0.505,1.668,0.494,-5.310,8.911,110.779
-0.499,1.677,0.497,-5.432,14.954,99.548
-0.490,1.676,0.476,-6.836,16.418,92.407
-0.668,2.026,0.498,-7.263,14.221,88.867
-0.776,2.484,0.669,8.362,13.794,73.853
-0.769,3.556,0.273,28.625,25.330,35.095
-0.485,3.998,0.328,56.091,55.176,16.724
-1.273,2.496,0.732,73.303,53.772,8.972
-0.910,1.802,0.622,7.874,46.631,-57.678
-0.101,1.422,0.330,-39.246,36.804,-100.281
0.250,1.086,0.213,-37.109,13.062,-81.360
0.068,0.888,0.281,-20.691,-7.812,-38.086
-0.150,0.753,0.329,-12.756,-18.127,-4.822
-0.281,0.628,0.209,-9.460,-25.818,-7.935
-0.131,0.673,0.209,9.155,-20.081,-30.701
-0.048,0.697,0.254,34.973,-11.536,-40.283
-0.161,0.693,0.280,59.937,-3.418,-39.185
-0.208,0.800,0.328,82.703,2.258,-45.166
-0.188,0.924,0.420,102.539,10.193,-50.842
-0.212,1.017,0.491,119.629,11.230,-49.377
-0.264,1.085,0.566,135.742,10.437,-49.438
-0.286,1.145,0.658,152.405,12.878,-57.190
-0.260,1.161,0.704,167.603,17.456,-70.251
-0.182,1.161,0.704,181.274,24.292,-82.153
-0.130,1.192,0.730,198.547,32.715,-85.938
-0.136,1.156,0.778,218.140,40.649,-81.360
-0.097,1.091,0.823,237.000,49.500,-74.219
-0.092,1.077,0.867,253.479,59.326,-66.711
-0.169,1.083,0.919,266.235,70.740,-59.692
