aX,aY,aZ,gX,gY,gZ
-0.329,0.915,0.047,-1.953,13.123,21.667
-0.341,0.915,-0.028,-6.775,9.338,22.156
-0.355,0.913,-0.088,-8.850,6.104,21.790
-0.367,0.912,-0.135,-9.094,3.784,20.752
-0.367,0.909,-0.192,-9.338,1.099,19.287
-0.366,0.906,-0.238,-8.850,-1.953,16.785
-0.373,0.908,-0.264,-7.446,-4.883,14.038
-0.369,0.903,-0.292,-5.676,-7.629,10.681
-0.336,0.891,-0.293,-3.723,-9.155,7.996
-0.310,0.877,-0.288,-1.038,-10.925,6.348
-0.274,0.867,-0.288,2.258,-9.827,5.981
-0.240,0.862,-0.286,6.958,-6.104,7.080
-0.236,0.866,-0.267,13.000,-0.244,10.254
-0.252,0.885,-0.251,19.104,6.775,13.977
-0.286,0.902,-0.228,23.926,13.245,16.174
-0.316,0.914,-0.194,27.161,18.311,17.029
-0.331,0.919,-0.164,27.222,20.996,16.785
-0.349,0.934,-0.145,25.146,20.020,15.137
-0.355,0.934,-0.107,22.095,17.578,13.550
-0.369,0.938,-0.074,17.456,12.512,12.695
-0.377,0.928,-0.050,12.268,5.920,11.475
-0.361,0.917,-0.040,7.996,0.549,10.376
-0.353,0.910,-0.037,5.066,-1.831,8.972
-0.350,0.913,-0.042,2.563,-1.892,7.690
-0.350,0.909,-0.059,0.427,-0.488,6.531
-0.364,0.912,-0.073,-1.038,1.221,5.859
-0.379,0.908,-0.094,-3.296,3.113,4.272
-0.395,0.909,-0.105,-6.226,2.930,1.465
-0.403,0.906,-0.123,-9.033,0.610,-1.648
-0.382,0.896,-0.160,-12.024,-2.136,-3.967
-0.350,0.885,-0.183,-12.207,-4.639,-5.493
-0.326,0.883,-0.188,-9.949,-6.104,-6.104
-0.308,0.880,-0.194,-7.629,-5.676,-5.615
-0.293,0.881,-0.203,-5.310,-4.395,-4.150
-0.293,0.887,-0.204,-2.319,-3.479,-2.808
-0.302,0.891,-0.203,0.244,-1.770,-0.916
-0.316,0.895,-0.202,2.625,0.977,0.244
-0.328,0.899,-0.196,5.127,3.418,1.038
-0.340,0.898,-0.188,7.080,5.615,1.648
-0.338,0.896,-0.177,8.057,6.348,1.892
-0.335,0.897,-0.153,8.667,5.493,1.465
-0.342,0.899,-0.130,8.545,4.761,1.282
-0.350,0.907,-0.110,7.324,4.578,0.854
-0.356,0.906,-0.100,5.127,3.723,0.183
-0.343,0.903,-0.102,3.601,3.174,-0.366
-0.341,0.898,-0.107,2.380,3.723,-0.793
-0.338,0.895,-0.123,1.465,4.456,-1.160
-0.331,0.899,-0.142,0.977,4.578,-1.160
-0.329,0.907,-0.145,1.099,3.906,-1.221
-0.333,0.916,-0.133,1.221,3.235,-0.977
-0.327,0.913,-0.120,1.099,2.319,-1.038
-0.314,0.908,-0.118,0.244,2.563,-1.160
-0.307,0.899,-0.121,-0.427,3.357,-0.793
-0.312,0.908,-0.126,-1.038,4.211,-0.305
-0.327,0.904,-0.140,-1.953,4.761,-0.244
-0.321,0.899,-0.155,-2.014,4.761,0.000
-0.314,0.896,-0.161,-1.282,4.456,0.610
-0.322,0.896,-0.161,-0.732,3.418,1.282
-0.332,0.900,-0.154,-0.366,1.404,1.831
-0.329,0.898,-0.150,-0.061,0.000,2.014
-0.327,0.895,-0.151,1.038,-0.244,1.709
-0.329,0.890,-0.154,2.136,0.854,1.831
-0.339,0.891,-0.162,3.357,2.441,2.075
-0.344,0.892,-0.174,5.249,4.517,1.526
-0.350,0.885,-0.184,7.263,7.141,0.305
-0.340,0.882,-0.191,9.766,10.193,-0.549
-0.341,0.879,-0.200,13.123,13.245,-1.099
-0.342,0.876,-0.209,17.639,18.372,-1.526
-0.345,0.876,-0.225,23.071,25.085,-1.709
-0.344,0.873,-0.245,29.846,33.813,-2.197
-0.345,0.863,-0.270,37.781,44.006,-3.174
-0.338,0.828,-0.312,46.753,57.190,-4.822
-0.313,0.834,-0.359,59.143,78.064,-8.545
-0.324,0.839,-0.413,75.500,103.577,-13.062
-0.354,0.849,-0.480,91.797,123.596,-16.846
-0.360,0.851,-0.555,108.215,133.484,-19.348
-0.379,0.822,-0.591,128.113,132.874,-20.691
-0.350,0.794,-0.661,152.283,124.634,-23.193
-0.299,0.740,-0.672,182.617,117.493,-23.804
-0.456,0.761,-0.542,219.360,108.032,-24.048
-0.448,0.752,-0.389,250.000,94.482,-36.011
-0.377,0.703,-0.217,275.391,88.013,-44.250
0.578,-0.163,1.748,258.423,101.746,-34.607
0.420,-0.139,1.772,209.717,81.421,-13.489
0.268,-0.094,1.830,161.621,60.852,-2.747
0.175,-0.088,1.776,110.596,48.950,-3.235
0.144,-0.058,1.423,55.420,33.020,-8.850
0.134,-0.037,1.240,22.888,3.967,-15.869
0.172,-0.006,1.146,7.812,-13.550,-19.836
0.176,0.042,1.096,-2.197,-20.447,-20.813
0.133,0.094,1.070,-9.094,-25.024,-18.738
0.112,0.150,1.030,-15.381,-28.809,-15.503
0.101,0.184,0.977,-20.325,-30.762,-13.123
0.101,0.210,0.875,-23.560,-28.198,-11.292
0.098,0.264,0.802,-21.912,-20.935,-9.033
0.086,0.282,0.801,-14.709,-9.644,-6.775
0.075,0.285,0.843,-7.874,1.648,-4.150
0.079,0.265,0.908,-3.967,11.536,-2.808
0.104,0.242,0.966,-4.211,19.165,-1.343
0.133,0.210,1.005,-7.751,23.743,0.732
0.136,0.182,1.024,-12.451,24.597,3.296
0.121,0.179,1.036,-18.005,22.461,4.944
0.112,0.175,1.054,-23.437,18.799,5.432
0.118,0.168,1.085,-29.053,13.184,4.517
0.131,0.155,1.160,-36.316,5.127,2.502
0.168,0.149,1.232,-48.096,-3.906,0.671
0.188,0.131,1.319,-65.369,-15.137,-0.061
0.213,0.115,1.367,-88.257,-26.184,0.671
0.233,0.078,1.412,-114.502,-36.987,2.625
0.250,0.059,1.463,-142.883,-49.194,5.249
0.267,0.060,1.499,-174.866,-60.913,9.888
0.162,0.169,1.505,-211.609,-71.838,17.578
0.108,0.085,1.465,-254.517,-83.069,26.550
0.092,0.124,1.418,-292.542,-92.957,28.687
0.029,0.216,1.382,-327.820,-98.694,32.104
-0.120,0.317,1.388,-366.394,-107.849,36.682
-0.346,0.426,1.495,-403.870,-126.709,35.339
-0.584,0.465,1.494,-451.172,-161.560,21.667
-0.685,0.700,1.150,-509.155,-213.440,-2.075
-0.567,0.701,1.037,-514.404,-247.620,-44.800
-0.263,0.468,1.096,-488.220,-250.549,-89.233
0.163,0.185,1.157,-481.262,-242.126,-118.347
0.660,-0.109,1.201,-480.042,-223.328,-125.061
1.022,-0.414,1.060,-490.051,-210.876,-112.305
1.103,-0.537,0.707,-512.512,-199.280,-79.895
0.859,-0.465,0.275,-523.437,-180.786,-40.039
0.632,-0.416,-0.046,-498.108,-145.386,-11.658
0.626,-0.342,-0.374,-447.266,-100.281,3.052
-0.042,0.893,-0.918,-399.536,-52.734,26.123
-0.894,1.612,-1.405,-361.938,-8.606,52.246
-0.835,0.871,-1.752,-354.004,-25.879,31.616
-0.278,0.414,-2.060,-316.223,-91.675,-14.893
0.350,0.235,-2.069,-236.816,-125.061,-28.259
0.604,0.269,-1.820,-145.386,-98.877,-7.385
0.547,0.433,-1.418,-63.660,-37.781,23.254
0.291,0.625,-1.322,-10.925,22.278,46.448
0.177,0.631,-1.342,12.329,64.697,50.537
0.179,0.627,-1.230,32.654,72.937,44.800
0.120,0.641,-1.122,49.072,63.049,46.387
0.023,0.681,-0.965,65.674,57.800,53.711
-0.091,0.763,-0.756,87.891,55.237,59.937
-0.173,0.835,-0.585,104.431,53.284,63.538
-0.198,0.876,-0.425,114.136,54.749,62.378
-0.242,0.885,-0.263,120.361,58.228,59.265
-0.262,0.882,-0.129,119.995,60.425,55.115
-0.269,0.884,-0.003,114.441,57.739,50.598
-0.315,0.923,0.108,102.966,49.683,47.241
-0.383,0.953,0.169,85.571,37.781,44.373
-0.425,0.981,0.188,67.627,26.733,41.199
-0.452,0.995,0.190,53.406,19.287,37.476
-0.438,0.985,0.185,42.175,14.709,32.776
-0.398,0.941,0.185,33.630,11.719,29.419
-0.361,0.911,0.167,27.649,9.155,28.442
-0.326,0.894,0.135,22.339,8.850,28.503
-0.317,0.886,0.085,18.311,11.719,28.931
-0.337,0.896,0.029,15.808,16.357,28.931
-0.379,0.929,-0.019,13.367,20.081,27.893
-0.419,0.944,-0.083,9.033,19.714,25.635
-0.431,0.944,-0.152,4.517,16.113,21.484
-0.421,0.928,-0.209,1.587,11.292,16.357
-0.392,0.913,-0.220,0.183,5.920,11.475
-0.379,0.912,-0.234,-1.831,-1.526,7.690
-0.320,0.905,-0.263,-4.333,-7.690,5.981
-0.260,0.888,-0.271,-3.540,-9.949,6.836
-0.233,0.875,-0.257,0.366,-8.850,9.033
-0.237,0.881,-0.255,3.418,-4.272,10.254
-0.263,0.891,-0.255,6.287,1.770,11.169
-0.294,0.897,-0.261,9.644,7.446,11.353
-0.300,0.912,-0.276,13.184,11.230,10.315
-0.301,0.921,-0.272,16.479,12.939,8.667
-0.292,0.915,-0.250,20.752,13.977,7.385
-0.290,0.907,-0.216,24.048,14.343,5.920
-0.295,0.903,-0.182,26.917,15.503,4.883
-0.307,0.902,-0.161,28.931,17.883,3.967
-0.326,0.905,-0.153,30.640,21.301,2.625
-0.319,0.901,-0.134,32.104,24.841,0.793
-0.319,0.929,-0.086,33.081,26.428,-1.343
-0.335,0.948,-0.054,30.518,24.841,-1.892
-0.320,0.950,-0.040,23.804,19.714,-0.977
-0.312,0.939,-0.021,17.151,11.780,0.000
-0.309,0.933,-0.009,11.597,5.493,1.038
-0.305,0.927,-0.004,7.019,2.197,1.892
-0.309,0.921,-0.010,3.235,-0.488,2.686
-0.306,0.919,-0.024,0.549,-2.319,3.540
-0.317,0.921,-0.028,-1.343,-4.211,4.272
-0.334,0.920,-0.029,-3.174,-6.226,4.517
-0.330,0.915,-0.040,-4.761,-6.775,4.395
-0.339,0.904,-0.045,-5.371,-5.188,3.906
-0.349,0.900,-0.050,-5.371,-3.540,3.418
-0.364,0.904,-0.065,-6.226,-4.272,2.625
-0.370,0.905,-0.080,-7.568,-6.226,1.404
-0.364,0.903,-0.096,-7.996,-7.385,0.061
-0.346,0.901,-0.110,-7.690,-7.507,-0.854
-0.328,0.896,-0.123,-6.531,-6.531,-1.709
-0.311,0.896,-0.142,-5.615,-3.845,-2.197
-0.303,0.893,-0.160,-3.601,0.854,-2.502
-0.304,0.894,-0.177,-1.709,6.042,-2.808
-0.313,0.897,-0.196,0.671,10.254,-2.991
-0.316,0.899,-0.205,2.991,12.695,-3.357
-0.330,0.906,-0.201,4.700,12.085,-3.601
-0.335,0.908,-0.190,6.836,9.521,-3.906
-0.039,-0.304,2.166,-515.686,-126.648,-36.499
-0.071,-0.181,2.006,-601.318,-155.884,-45.593
-0.265,0.005,1.463,-684.021,-196.411,-47.424
-0.399,0.090,1.143,-707.520,-219.116,-43.091
-0.310,-0.008,0.901,-668.579,-216.431,-54.626
-0.051,-0.114,0.679,-639.832,-194.153,-78.430
0.300,-0.310,0.488,-616.943,-167.114,-90.515
0.710,-0.525,0.219,-595.581,-149.292,-88.562
0.979,-0.611,-0.103,-572.815,-133.179,-72.632
0.912,-0.382,-0.586,-546.143,-111.023,-41.382
0.491,0.177,-1.068,-506.226,-76.721,-0.183
0.056,0.560,-1.483,-455.566,-41.260,28.625
-0.117,0.517,-1.951,-420.959,-33.813,35.278
-0.143,0.406,-2.311,-369.446,-53.162,32.715
-0.107,0.374,-2.365,-280.273,-77.209,29.968
0.002,0.368,-2.072,-173.706,-80.811,32.837
0.076,0.527,-1.791,-81.238,-60.486,36.255
0.072,0.515,-1.529,-23.437,-34.973,42.175
0.028,0.540,-1.384,11.536,-17.273,52.917
-0.039,0.592,-1.221,45.654,5.676,57.861
-0.061,0.608,-0.988,76.477,30.518,53.223
-0.107,0.657,-0.855,89.111,44.189,49.316
-0.140,0.692,-0.759,94.666,46.509,46.387
-0.171,0.746,-0.602,102.722,42.847,43.762
-0.233,0.812,-0.456,107.727,40.588,43.945
-0.281,0.863,-0.348,108.459,43.213,43.091
-0.285,0.879,-0.252,109.009,49.377,40.283
-0.261,0.891,-0.151,108.521,55.054,37.598
-0.240,0.907,-0.033,104.309,58.350,36.804
-0.270,0.938,0.070,94.116,55.969,36.865
-0.312,0.963,0.116,76.233,47.607,35.828
-0.351,0.990,0.097,56.213,36.926,33.020
-0.375,0.986,0.049,40.283,29.846,29.602
-0.365,0.966,0.002,31.006,27.710,25.513
-0.308,0.939,-0.002,24.963,26.855,21.790
-0.287,0.925,-0.012,18.677,24.170,20.752
-0.285,0.910,-0.044,11.719,21.362,22.034
-0.294,0.900,-0.098,6.531,19.958,22.644
-0.322,0.897,-0.130,4.578,20.447,22.888
-0.365,0.901,-0.133,4.028,19.348,21.912
-0.405,0.918,-0.151,0.610,12.817,19.653
-0.410,0.917,-0.181,-3.357,3.723,16.907
-0.365,0.892,-0.205,-4.639,-2.930,14.587
-0.320,0.872,-0.219,-2.991,-4.211,14.038
-0.289,0.863,-0.226,0.610,-0.977,15.625
-0.288,0.873,-0.239,4.395,4.333,17.883
-0.291,0.878,-0.264,7.141,9.399,19.104
-0.283,0.884,-0.286,11.047,13.428,20.203
-0.298,0.898,-0.298,15.747,17.639,22.400
-0.311,0.906,-0.280,19.592,19.043,23.499
-0.347,0.922,-0.249,20.264,14.465,22.827
-0.370,0.930,-0.226,17.822,6.409,21.057
-0.356,0.912,-0.205,15.015,1.099,18.555
-0.342,0.897,-0.174,13.855,-1.465,16.541
-0.333,0.893,-0.155,12.085,-2.441,14.954
-0.341,0.899,-0.145,9.460,-2.319,13.428
-0.353,0.899,-0.151,7.141,-0.977,12.085
-0.358,0.903,-0.163,5.554,2.014,10.803
-0.374,0.895,-0.182,4.578,6.226,9.705
-0.380,0.896,-0.215,3.845,9.277,7.507
-0.387,0.886,-0.238,4.150,9.949,4.761
-0.397,0.886,-0.237,4.761,8.545,2.380
-0.417,0.890,-0.216,4.333,4.028,-0.061
-0.421,0.897,-0.194,2.197,-2.747,-3.113
-0.399,0.884,-0.181,-0.183,-8.118,-6.226
-0.350,0.873,-0.175,-0.366,-9.705,-7.751
-0.320,0.871,-0.165,1.221,-7.507,-7.263
-0.305,0.876,-0.159,3.052,-3.174,-5.615
-0.306,0.886,-0.158,4.395,2.441,-3.601
-0.314,0.888,-0.175,4.578,7.080,-1.770
-0.331,0.890,-0.182,3.662,7.812,-0.427
-0.352,0.894,-0.181,2.930,4.944,0.671
-0.367,0.896,-0.181,2.197,2.258,1.099
-0.364,0.887,-0.180,2.258,1.465,0.488
-0.355,0.879,-0.178,2.808,1.770,-0.488
-0.349,0.878,-0.178,3.174,1.648,-1.099
-0.344,0.882,-0.175,3.906,1.343,-1.099
-0.345,0.895,-0.167,4.517,1.587,-0.610
-0.339,0.895,-0.168,5.127,2.258,-0.793
-0.330,0.893,-0.180,5.127,3.479,-1.160
-0.325,0.892,-0.194,5.798,4.333,-1.221
-0.329,0.892,-0.206,7.019,5.493,-0.977
-0.338,0.893,-0.220,8.179,5.737,-1.038
-0.349,0.895,-0.230,9.399,4.883,-1.099
-0.355,0.892,-0.235,11.414,3.723,-1.770
-0.356,0.890,-0.248,14.221,3.845,-2.869
-0.360,0.879,-0.272,17.273,3.662,-4.272
-0.375,0.864,-0.303,21.606,2.563,-7.263
-0.401,0.851,-0.336,27.649,1.587,-10.925
-0.426,0.837,-0.359,36.072,2.197,-15.686
-0.459,0.829,-0.379,46.265,2.563,-21.484
-0.480,0.819,-0.385,58.105,5.005,-29.053
-0.476,0.818,-0.405,71.899,10.681,-37.231
-0.444,0.812,-0.412,88.196,20.386,-45.410
-0.402,0.809,-0.400,105.103,32.898,-53.040
-0.373,0.779,-0.381,121.216,45.593,-58.960
-0.348,0.793,-0.394,135.132,54.810,-63.293
-0.339,0.810,-0.417,147.278,58.472,-66.833
-0.331,0.787,-0.441,160.706,58.716,-69.641
-0.322,0.773,-0.437,176.697,58.594,-71.960
-0.319,0.749,-0.422,194.214,55.542,-74.463
-0.304,0.749,-0.371,213.196,51.270,-77.515
-0.265,0.745,-0.326,233.582,48.889,-79.712
-0.251,0.706,-0.282,255.188,50.110,-81.604
-0.196,0.658,-0.195,277.954,55.176,-84.778
-0.122,0.654,-0.109,301.453,67.932,-88.318
0.003,0.598,0.006,325.806,83.618,-89.539
0.120,0.567,0.166,343.750,95.703,-87.708
0.150,0.697,0.357,352.051,99.243,-83.069
0.170,0.701,0.712,364.624,104.431,-81.238
0.239,0.498,1.081,371.460,119.873,-82.886
0.359,0.372,1.209,351.746,139.343,-80.078
0.496,0.352,1.170,318.298,149.048,-70.068
0.545,0.331,1.179,292.786,140.259,-52.185
0.490,0.304,1.276,270.142,118.164,-32.349
0.373,0.307,1.349,243.652,95.886,-13.916
0.300,0.298,1.352,213.623,79.529,-1.770
0.249,0.286,1.351,183.472,63.782,4.211
0.234,0.272,1.325,155.151,46.448,8.301
-0.359,0.247,-2.230,-259.766,-6.958,-38.025
-0.327,0.232,-2.199,-191.467,-41.565,-20.874
-0.192,0.357,-1.757,-75.745,-75.256,-16.541
-0.123,0.410,-1.391,-12.634,-74.280,-19.470
0.019,0.420,-1.130,15.747,-42.542,-20.691
0.208,0.370,-0.893,35.339,-13.672,-26.794
0.309,0.348,-0.770,39.063,2.686,-27.161
0.382,0.361,-0.702,26.611,10.925,-19.592
0.408,0.364,-0.805,4.517,13.428,-7.629
0.397,0.348,-0.815,-7.568,16.113,3.235
0.254,0.460,-0.791,-14.160,13.489,15.137
0.028,0.601,-0.669,-17.639,8.728,21.912
-0.081,0.702,-0.628,-25.330,4.395,16.357
-0.083,0.761,-0.678,-30.762,4.272,1.770
-0.028,0.767,-0.704,-32.227,7.812,-12.268
0.040,0.698,-0.767,-33.081,14.526,-22.217
0.091,0.646,-0.834,-29.663,20.447,-24.902
0.091,0.615,-0.909,-25.269,21.423,-21.240
0.066,0.592,-0.882,-20.996,17.578,-15.381
0.000,0.595,-0.768,-18.372,12.024,-9.583
-0.065,0.607,-0.627,-23.010,6.897,-7.874
-0.065,0.614,-0.637,-35.156,5.371,-11.963
-0.008,0.577,-0.698,-45.898,6.592,-17.944
0.051,0.526,-0.801,-52.307,10.193,-22.644
0.121,0.459,-0.951,-54.199,13.428,-23.010
0.080,0.439,-1.046,-50.110,11.597,-19.958
0.016,0.433,-1.101,-42.480,7.141,-16.663
-0.009,0.461,-1.110,-29.358,3.479,-16.907
-0.066,0.463,-1.004,-15.625,2.075,-16.724
-0.104,0.485,-0.884,-8.057,-0.488,-18.311
-0.097,0.486,-0.791,-8.667,-2.991,-23.926
-0.058,0.504,-0.751,-14.465,-3.113,-31.067
-0.006,0.482,-0.805,-22.034,-0.916,-35.217
0.050,0.462,-0.905,-26.794,1.404,-37.781
0.076,0.435,-0.946,-26.123,0.732,-37.109
0.049,0.428,-0.936,-22.766,-2.014,-33.997
0.012,0.436,-0.914,-19.836,-3.479,-32.776
0.006,0.445,-0.918,-18.738,-3.296,-34.363
0.059,0.424,-0.959,-17.944,-3.235,-36.499
0.108,0.402,-0.984,-14.099,-3.784,-37.842
0.161,0.375,-0.979,-8.972,-3.662,-35.156
0.189,0.363,-0.942,-4.028,-4.150,-29.297
0.170,0.363,-0.894,-2.380,-4.822,-21.912
0.125,0.404,-0.874,-3.418,-5.371,-14.954
0.083,0.441,-0.866,-6.775,-4.761,-10.315
0.080,0.489,-0.823,-9.399,-2.319,-9.521
0.076,0.511,-0.814,-13.000,3.967,-11.475
0.087,0.495,-0.854,-16.602,13.123,-13.062
0.112,0.482,-0.942,-17.395,20.203,-13.855
0.120,0.445,-0.993,-14.221,22.217,-12.512
0.128,0.424,-1.001,-7.935,19.287,-8.728
0.129,0.402,-0.978,-0.549,14.771,-4.639
0.133,0.397,-0.953,5.737,12.085,-1.953
0.103,0.408,-0.903,9.277,8.789,0.549
0.057,0.419,-0.849,8.301,3.540,3.235
0.067,0.440,-0.814,3.845,-0.305,3.174
0.047,0.459,-0.757,-3.113,0.671,2.014
0.031,0.463,-0.818,-11.719,9.155,0.305
0.035,0.447,-0.937,-17.395,17.212,-1.404
0.036,0.437,-1.016,-15.991,19.348,-1.953
0.036,0.422,-1.023,-7.996,17.151,-1.953
0.043,0.394,-1.002,1.099,14.465,-2.319
0.084,0.371,-0.975,8.606,11.841,-2.869
0.110,0.360,-0.954,12.756,6.165,-1.648
0.109,0.364,-0.921,14.099,-0.671,1.404
0.052,0.401,-0.856,14.282,-6.226,4.700
-0.013,0.452,-0.813,11.719,-8.667,5.859
-0.046,0.499,-0.808,7.202,-8.911,3.479
-0.014,0.520,-0.835,2.380,-7.080,-1.160
0.032,0.505,-0.881,0.122,-3.113,-4.883
0.069,0.485,-0.918,1.282,0.854,-5.737
0.080,0.468,-0.930,3.906,2.441,-4.578
0.076,0.462,-0.931,6.958,2.319,-3.357
0.077,0.461,-0.945,10.071,2.075,-3.235
0.083,0.455,-0.959,13.916,2.380,-3.479
0.086,0.444,-0.958,18.066,1.526,-3.174
0.066,0.444,-0.924,22.156,-0.916,-2.075
0.046,0.450,-0.866,24.170,-3.479,-1.404
0.037,0.454,-0.832,22.583,-5.676,-1.831
0.058,0.457,-0.847,18.188,-8.667,-1.953
0.081,0.458,-0.873,14.954,-13.245,-0.732
0.102,0.491,-0.923,14.648,-16.663,2.197
0.090,0.498,-0.993,19.836,-15.808,5.859
0.084,0.510,-1.027,28.931,-9.644,8.484
0.121,0.500,-1.036,40.039,-3.235,9.583
0.156,0.470,-1.013,49.744,-2.380,12.207
0.245,0.406,-0.893,54.565,-6.714,17.822
0.270,0.414,-0.880,52.917,-15.137,24.719
0.252,0.425,-0.875,50.537,-20.569,31.799
0.151,0.464,-0.868,50.293,-26.001,38.269
0.066,0.523,-0.889,52.551,-32.166,43.396
0.051,0.571,-0.969,58.533,-33.630,44.189
0.042,0.590,-1.071,68.909,-28.687,43.213
0.023,0.606,-1.142,86.243,-18.005,43.274
0.030,0.573,-1.073,108.643,-7.690,44.128
0.089,0.514,-0.968,124.390,-5.554,43.823
0.116,0.480,-0.902,129.822,-10.742,45.349
0.165,0.450,-0.940,131.714,-15.259,47.546
0.150,0.469,-1.061,138.977,-15.625,52.185
0.115,0.452,-1.230,158.936,-11.841,60.974
0.100,0.473,-1.434,193.787,-3.601,72.083
0.033,0.553,-1.581,246.094,14.221,85.022
-0.054,0.515,-1.535,310.425,33.142,90.698
-0.082,0.429,-1.350,374.268,49.866,87.891
-0.037,0.340,-1.094,437.622,69.946,80.811
0.038,0.238,-0.812,492.676,101.013,72.510
0.097,0.111,-0.557,534.180,138.000,66.101
0.234,0.025,-0.318,563.171,171.265,60.425
0.456,0.081,-0.068,577.148,192.139,59.021
0.518,0.079,0.228,570.618,203.674,74.463
0.454,0.190,0.594,534.912,204.651,89.355
0.275,0.350,0.874,456.238,162.537,96.863
0.072,0.482,0.976,338.318,75.012,103.088
-0.142,0.679,0.935,214.111,-28.381,104.614
-0.470,0.996,0.885,123.535,-105.286,106.995
-0.920,1.345,0.998,93.384,-124.451,108.032
-1.083,1.307,1.398,117.004,-85.449,87.219
-0.799,1.044,1.701,129.700,-25.757,38.818
-0.389,0.888,1.563,80.322,4.150,-6.409
-0.509,1.119,0.860,-105.469,-108.215,-63.538
-0.344,1.020,0.800,-139.221,-125.000,-83.984
-0.131,0.909,0.747,-161.804,-131.287,-96.191
0.050,0.844,0.720,-174.988,-130.066,-96.069
0.177,0.774,0.731,-188.049,-126.038,-88.440
0.262,0.715,0.659,-217.712,-126.526,-81.055
0.189,0.721,0.556,-265.198,-134.277,-71.655
0.104,0.686,0.463,-302.795,-145.935,-61.279
0.029,0.706,0.376,-326.111,-152.222,-56.580
-0.017,0.720,0.275,-340.820,-146.240,-59.509
-0.040,0.706,0.181,-347.412,-129.822,-67.505
-0.059,0.693,0.076,-349.182,-107.239,-75.745
-0.039,0.658,-0.069,-348.572,-82.764,-83.801
0.016,0.563,-0.197,-344.543,-59.937,-90.271
0.095,0.480,-0.370,-337.952,-41.443,-93.262
0.170,0.416,-0.560,-326.782,-25.574,-90.820
0.227,0.354,-0.724,-307.556,-9.094,-83.374
0.223,0.317,-0.866,-281.555,5.859,-72.815
0.243,0.292,-1.007,-252.197,20.264,-62.988
0.275,0.272,-1.151,-219.238,33.691,-54.749
0.293,0.272,-1.212,-181.824,44.189,-46.021
0.316,0.264,-1.240,-144.104,46.204,-37.109
0.287,0.278,-1.203,-111.023,42.725,-26.306
0.234,0.322,-1.114,-85.693,35.706,-17.700
0.112,0.501,-1.098,-76.477,23.193,-14.160
-0.097,0.884,-1.214,-99.060,8.728,-17.151
-0.305,0.764,-1.377,-137.878,-12.756,-28.442
-0.364,0.667,-1.323,-129.883,-38.391,-38.269
-0.182,0.711,-1.171,-82.764,-39.368,-44.861
0.077,0.631,-1.045,-41.382,-11.658,-51.453
0.261,0.483,-0.916,-15.869,20.996,-53.223
0.356,0.413,-0.826,-3.906,38.818,-44.922
0.327,0.412,-0.779,-3.967,43.152,-28.320
0.257,0.448,-0.777,-10.498,41.504,-13.062
0.171,0.501,-0.811,-16.541,37.598,-4.761
0.100,0.553,-0.869,-18.005,33.020,-2.808
0.063,0.614,-0.900,-14.893,27.649,-5.005
0.040,0.636,-0.854,-9.949,21.057,-8.484
-0.018,0.657,-0.735,-9.033,11.963,-10.254
-0.010,0.688,-0.579,-12.207,8.911,-12.390
0.012,0.684,-0.523,-19.958,17.212,-18.127
0.059,0.666,-0.570,-28.076,32.898,-24.231
0.109,0.639,-0.689,-34.485,46.570,-25.513
0.128,0.605,-0.823,-38.208,52.917,-21.973
0.106,0.581,-0.934,-36.743,51.514,-16.785
0.065,0.580,-1.006,-28.809,45.959,-11.292
0.043,0.577,-1.026,-16.113,38.940,-7.751
0.049,0.546,-0.959,-3.479,31.921,-6.348
0.021,0.517,-0.834,3.052,23.315,-5.554
0.013,0.528,-0.753,1.831,14.343,-5.554
-0.016,0.570,-0.693,-2.991,9.644,-6.042
-0.010,0.599,-0.703,-10.803,12.512,-9.033
0.016,0.593,-0.758,-17.151,20.203,-13.306
0.060,0.572,-0.818,-19.470,27.954,-15.625
0.089,0.530,-0.854,-19.287,32.043,-15.259
0.087,0.506,-0.868,-18.127,31.616,-12.512
0.073,0.499,-0.891,-16.541,28.503,-8.545
0.068,0.500,-0.917,-14.893,23.254,-5.127
0.085,0.506,-0.939,-11.780,16.113,-2.625
0.086,0.491,-0.935,-8.423,8.728,0.122
0.071,0.486,-0.914,-4.395,0.244,2.869
0.003,0.515,-0.844,-2.014,-6.165,5.554
-0.025,0.552,-0.819,-2.075,-6.897,5.676
-0.016,0.560,-0.822,-2.869,-2.502,2.014
-0.019,0.560,-0.804,-2.808,3.723,-2.014
-0.024,0.558,-0.794,-3.540,10.498,-4.456
0.000,0.537,-0.825,-4.517,15.259,-6.348
0.032,0.516,-0.851,-4.822,16.724,-6.226
0.061,0.503,-0.871,-4.395,14.709,-4.150
0.059,0.505,-0.847,-3.540,10.986,-1.282
0.027,0.521,-0.795,-3.479,7.629,2.014
-0.002,0.556,-0.749,-6.042,8.362,2.502
-0.010,0.565,-0.761,-10.864,13.977,-0.671
-0.002,0.546,-0.824,-14.771,19.897,-3.540
0.013,0.527,-0.903,-15.747,22.766,-4.456
0.004,0.508,-0.948,-12.207,22.034,-4.395
-0.001,0.500,-0.969,-5.859,19.226,-3.723
0.001,0.492,-0.962,1.648,15.320,-2.869
0.003,0.476,-0.927,8.240,10.986,-1.648
0.015,0.475,-0.882,12.024,5.127,-0.122
0.011,0.491,-0.846,12.756,-0.916,1.770
0.007,0.508,-0.836,11.475,-4.761,2.686
