aX,aY,aZ,gX,gY,gZ
0.971,0.033,-0.065,-22.766,3.113,25.452
0.931,0.117,-0.125,-13.855,4.944,24.963
0.873,0.240,-0.120,-1.526,5.371,21.484
0.851,0.322,-0.024,8.972,5.249,14.282
0.927,0.360,0.026,13.855,4.517,2.441
1.046,0.349,0.029,14.954,4.883,-7.568
1.130,0.287,0.031,15.625,6.226,-13.306
1.196,0.238,0.037,16.174,5.615,-17.273
1.238,0.180,0.035,15.808,3.723,-20.691
1.299,0.115,-0.006,14.771,2.991,-23.132
1.365,0.050,-0.037,17.151,2.075,-25.696
1.415,-0.015,-0.045,23.437,2.808,-27.283
1.397,-0.082,0.001,28.198,4.150,-27.832
1.406,-0.143,0.042,29.053,4.028,-30.396
1.455,-0.222,0.073,28.076,3.967,-32.959
1.506,-0.295,0.075,25.146,5.859,-32.837
1.538,-0.355,0.064,21.667,8.545,-28.687
1.545,-0.390,0.053,19.775,10.254,-21.729
1.545,-0.403,0.050,20.081,11.047,-13.855
1.552,-0.406,0.035,20.813,12.756,-6.104
1.569,-0.410,0.018,21.057,15.015,1.831
1.540,-0.424,0.058,17.212,14.709,10.742
1.511,-0.447,0.034,4.150,5.920,19.531
1.494,-0.482,-0.017,-12.695,-5.005,31.128
1.464,-0.522,-0.072,-23.437,-12.085,47.607
1.397,-0.546,-0.101,-25.757,-13.428,66.284
1.325,-0.576,-0.127,-22.644,-9.033,83.801
1.272,-0.610,-0.142,-16.785,-3.662,97.961
1.235,-0.648,-0.142,-13.794,0.305,112.488
1.232,-0.701,-0.193,-17.883,3.540,126.404
1.242,-0.749,-0.257,-22.217,2.502,142.761
1.243,-0.789,-0.305,-27.283,-3.662,164.124
1.164,-0.812,-0.352,-34.119,-15.625,191.956
1.067,-0.817,-0.419,-38.330,-28.320,219.788
0.997,-0.833,-0.407,-31.738,-36.804,241.272
0.934,-0.857,-0.311,-20.874,-48.462,255.737
0.920,-0.871,-0.226,-15.442,-61.035,270.264
0.947,-0.898,-0.156,-14.709,-66.711,286.682
0.918,-0.928,-0.062,-15.442,-63.477,305.359
0.821,-0.933,-0.026,-17.761,-53.345,326.660
0.674,-0.869,-0.034,-22.095,-45.471,347.229
0.514,-0.813,-0.055,-26.306,-45.288,361.938
0.386,-0.760,-0.036,-26.550,-49.927,373.047
0.322,-0.727,0.015,-22.095,-56.213,385.376
0.250,-0.700,0.048,-19.775,-60.791,399.353
0.183,-0.706,0.046,-19.836,-62.012,412.903
0.084,-0.712,0.055,-17.639,-62.134,426.392
-0.051,-0.694,0.102,-11.597,-61.157,438.904
-0.211,-0.650,0.151,-5.432,-56.213,446.899
-0.363,-0.579,0.245,-0.305,-46.631,449.402
-0.542,-0.539,0.355,0.000,-39.429,447.693
-0.697,-0.489,0.415,-10.193,-40.344,445.862
-0.814,-0.404,0.392,-31.738,-49.255,445.740
-0.929,-0.321,0.297,-56.152,-59.631,445.007
-1.036,-0.262,0.149,-76.660,-67.383,444.824
-1.198,-0.173,0.004,-89.661,-72.449,445.068
-1.402,-0.030,-0.130,-95.337,-76.050,442.200
-1.620,0.104,-0.251,-97.473,-79.590,434.570
-1.849,0.277,-0.312,-95.154,-82.886,420.349
-2.068,0.469,-0.277,-88.989,-84.106,396.423
-2.242,0.667,-0.280,-86.060,-77.393,361.816
-2.290,0.846,-0.355,-81.055,-53.101,320.984
-2.303,0.976,-0.414,-64.148,-11.902,276.123
-2.276,1.059,-0.418,-36.255,35.889,229.980
-2.178,1.089,-0.336,-5.615,79.468,186.462
-2.021,1.084,-0.227,16.785,108.337,147.644
-1.794,1.043,-0.149,24.719,120.056,116.211
-1.515,0.946,-0.123,18.311,114.807,94.727
-1.223,0.859,-0.164,4.211,98.450,83.252
-0.979,0.769,-0.237,-10.315,78.003,78.979
-0.805,0.718,-0.259,-18.372,59.998,80.627
-0.746,0.705,-0.219,-21.851,42.664,86.060
-0.798,0.707,-0.138,-26.550,25.696,90.576
-0.844,0.711,-0.098,-34.302,7.324,91.370
-0.838,0.667,-0.062,-41.565,-7.874,89.539
-0.814,0.632,-0.009,-44.617,-16.418,88.013
-0.814,0.596,0.019,-46.082,-14.160,88.074
-0.881,0.599,0.019,-45.532,-1.648,89.050
-1.054,0.698,0.011,-42.297,21.545,91.003
-1.225,0.812,-0.053,-39.368,49.438,89.172
-1.394,0.915,-0.159,-35.461,71.960,80.444
-1.562,1.009,-0.268,-32.410,86.670,69.153
-1.848,1.174,-0.345,-32.715,89.722,56.213
-1.676,1.142,-0.526,-38.879,73.608,40.527
-2.240,1.505,-0.379,-38.757,48.401,16.724
-2.230,1.122,-0.475,-47.058,4.883,18.433
-1.570,1.182,-0.540,-44.250,-26.245,-43.091
-1.217,0.886,-0.311,-21.973,-12.024,-90.271
-1.074,0.815,-0.280,-12.268,1.770,-94.055
-0.924,0.754,-0.213,2.991,6.104,-74.463
-0.876,0.709,-0.073,16.724,5.432,-63.721
-0.815,0.756,0.003,18.921,-0.244,-58.044
-0.859,0.760,0.052,13.000,-5.127,-52.856
-0.928,0.809,0.019,7.874,-3.540,-44.739
-0.994,0.874,-0.052,4.089,1.221,-43.640
-1.054,0.897,-0.087,5.493,8.057,-48.462
-1.076,0.902,-0.126,9.399,12.878,-55.603
-1.077,0.891,-0.161,13.367,16.174,-63.416
-1.101,0.893,-0.187,16.663,17.517,-68.054
-1.117,0.897,-0.214,17.578,15.259,-72.021
-1.152,0.898,-0.217,17.883,10.132,-78.491
-1.167,0.899,-0.195,19.287,5.920,-87.891
1.554,-1.360,0.117,-8.179,4.883,-165.161
1.728,-1.559,0.121,-11.841,11.047,-150.757
1.831,-1.746,0.124,-20.630,4.333,-131.104
1.860,-1.905,0.128,-34.241,-6.104,-106.201
1.787,-1.985,0.057,-47.668,-10.498,-74.524
1.683,-1.966,-0.099,-56.763,-7.202,-42.358
1.577,-1.798,-0.245,-52.185,-5.493,-15.625
1.532,-1.559,-0.325,-28.015,-7.019,5.188
1.509,-1.293,-0.284,11.047,-7.996,20.813
1.416,-0.950,-0.104,54.749,-8.972,31.372
1.256,-0.612,0.256,86.365,-12.573,39.734
1.149,-0.340,0.524,87.463,-17.029,43.274
1.138,-0.138,0.587,63.721,-18.250,40.710
1.176,-0.016,0.493,33.569,-12.756,37.170
1.213,0.042,0.352,10.254,-3.357,37.598
1.182,0.114,0.253,-4.822,4.761,41.077
1.102,0.168,0.198,-16.785,7.385,44.312
1.068,0.202,0.053,-28.381,8.301,40.894
1.063,0.208,-0.114,-32.288,12.695,31.738
1.067,0.154,-0.235,-24.597,19.348,21.606
1.091,0.070,-0.295,-12.085,24.048,11.658
1.154,-0.038,-0.311,-1.343,23.621,2.380
1.230,-0.159,-0.271,5.554,16.296,-4.028
1.250,-0.218,-0.166,10.437,6.104,-7.080
1.262,-0.238,0.009,14.526,-2.136,-7.202
1.329,-0.247,0.155,12.756,-8.179,-7.629
1.397,-0.240,0.298,3.052,-14.648,-8.057
1.424,-0.240,0.369,-14.771,-22.095,-7.629
1.486,-0.218,0.339,-34.607,-28.870,-7.385
1.545,-0.241,0.280,-46.509,-29.358,-2.502
1.528,-0.300,0.183,-49.622,-22.156,7.385
1.529,-0.302,0.130,-41.321,-13.062,14.526
1.465,-0.338,0.051,-34.485,-7.324,21.790
1.388,-0.403,-0.077,-34.302,-5.188,26.123
1.362,-0.511,-0.177,-29.236,-7.507,25.024
1.393,-0.653,-0.193,-18.433,-12.878,25.513
1.451,-0.835,-0.191,-11.353,-17.700,29.846
1.520,-1.001,-0.208,-8.850,-19.958,42.114
1.541,-1.110,-0.200,-7.690,-14.709,63.599
1.504,-1.195,-0.165,-9.277,-9.216,86.426
1.487,-1.266,-0.143,-16.418,-10.376,105.896
1.472,-1.328,-0.124,-26.306,-16.724,125.793
1.464,-1.374,-0.108,-34.119,-22.949,147.827
1.472,-1.397,-0.064,-35.583,-26.611,172.180
1.481,-1.386,-0.017,-35.461,-28.870,199.219
1.443,-1.358,0.021,-38.147,-30.701,228.333
1.360,-1.347,0.057,-41.382,-30.090,256.165
1.238,-1.329,0.092,-41.443,-26.062,282.043
1.110,-1.282,0.099,-39.490,-19.104,305.603
0.974,-1.204,0.138,-33.630,-11.047,327.332
0.802,-1.140,0.240,-28.259,-3.174,345.947
0.720,-1.070,0.350,-27.405,-0.061,361.145
0.729,-1.016,0.394,-33.813,-2.747,376.160
0.627,-0.990,0.361,-49.072,-6.836,397.400
0.483,-0.950,0.290,-63.171,-11.353,423.889
0.315,-0.893,0.185,-75.012,-20.264,448.120
0.127,-0.861,0.077,-85.022,-32.654,466.919
-0.115,-0.778,0.006,-88.989,-46.143,483.337
-0.350,-0.702,-0.006,-91.187,-60.608,493.347
-0.549,-0.644,0.039,-94.299,-72.876,493.713
-0.699,-0.616,0.080,-97.107,-75.256,492.126
-0.786,-0.592,0.072,-100.769,-66.711,493.103
-0.903,-0.590,-0.034,-108.154,-54.871,495.728
-1.063,-0.585,-0.255,-115.417,-41.443,499.451
-1.165,-0.491,-0.459,-106.689,-28.687,506.226
-1.319,-0.363,-0.593,-85.388,-18.616,509.827
-1.558,-0.255,-0.578,-60.425,-10.254,502.380
-1.863,-0.120,-0.425,-40.222,-8.728,480.408
-2.145,0.095,-0.325,-35.095,-11.414,447.388
-2.256,0.365,-0.360,-35.522,-4.639,409.973
-2.304,0.602,-0.388,-30.396,18.372,370.972
-2.340,0.813,-0.422,-18.005,56.580,329.529
-2.431,1.040,-0.443,5.737,105.286,288.635
-2.539,1.196,-0.337,42.175,155.029,251.892
-2.584,1.361,-0.186,75.806,188.293,213.257
-2.489,1.415,-0.020,92.834,197.205,168.762
-2.212,1.374,0.026,82.520,182.922,123.047
-1.887,1.245,-0.073,48.401,152.161,88.623
-1.590,1.122,-0.274,7.141,112.976,69.763
-1.373,1.104,-0.495,-23.621,75.012,61.035
-1.287,1.125,-0.596,-35.767,40.955,55.054
-1.307,1.155,-0.563,-31.677,12.817,47.729
-1.287,1.180,-0.418,-19.714,-7.568,38.940
-1.237,1.175,-0.231,-9.766,-20.386,28.625
-1.169,1.148,-0.080,-5.615,-25.513,16.602
-1.059,1.096,0.025,-6.165,-24.292,3.967
-0.927,1.014,0.072,-10.193,-20.386,-7.935
-0.804,0.958,0.060,-15.808,-14.771,-17.700
-0.700,0.917,0.009,-18.494,-8.240,-24.109
-0.631,0.883,-0.047,-17.578,-1.709,-27.893
-0.591,0.847,-0.077,-12.024,3.662,-28.015
-0.585,0.837,-0.065,-3.052,8.728,-24.170
-0.605,0.847,-0.049,4.944,15.503,-18.311
-0.675,0.869,-0.030,8.484,21.973,-14.160
-0.770,0.899,-0.016,8.545,24.597,-13.428
-0.823,0.908,-0.019,6.104,23.132,-16.602
-0.833,0.903,-0.011,4.272,19.653,-22.339
-0.829,0.899,0.013,3.052,15.686,-29.419
-0.803,0.893,0.016,0.549,11.353,-37.231
-0.736,0.874,0.014,-0.488,6.348,-44.006
-0.675,0.841,0.043,2.258,2.563,-47.852
-0.623,0.815,0.086,6.714,0.977,-49.500
-0.574,0.788,0.124,10.254,0.977,-49.805
-0.550,0.777,0.145,12.024,2.563,-48.706
-0.573,0.792,0.148,12.085,5.554,-46.448
-0.640,0.835,0.136,10.864,8.545,-44.739
-0.741,0.884,0.120,9.216,11.719,-46.448
-0.887,0.950,0.118,7.568,15.198,-52.856
-1.047,1.023,0.130,6.348,19.226,-66.650
-1.119,1.062,0.116,3.601,23.804,-88.379
-1.104,1.052,0.065,-0.671,28.687,-114.197
-1.051,1.014,-0.025,-4.211,32.715,-137.268
-0.980,0.941,-0.112,-5.127,33.630,-155.701
-0.911,0.869,-0.195,-3.235,31.677,-170.471
-0.825,0.792,-0.262,1.221,28.076,-181.519
-0.717,0.706,-0.303,10.132,22.522,-188.416
-0.621,0.620,-0.313,23.254,17.273,-189.636
-0.498,0.524,-0.286,40.100,14.893,-184.875
-0.379,0.503,-0.226,59.570,17.395,-173.767
2.313,0.547,0.080,4.272,12.512,-84.473
1.908,0.254,0.208,10.925,25.269,-76.355
1.559,0.494,0.143,12.085,56.702,-56.335
1.458,0.447,0.190,19.470,71.167,-35.461
1.232,0.432,0.177,13.489,61.462,-27.710
1.104,0.527,0.044,-6.775,46.082,-30.579
1.089,0.458,-0.010,-20.447,23.071,-34.729
0.986,0.380,-0.030,-30.884,-2.808,-35.706
0.787,0.380,0.020,-34.912,-21.423,-32.959
0.643,0.383,0.092,-31.616,-29.236,-30.334
0.616,0.376,0.082,-27.283,-29.297,-32.043
0.666,0.350,-0.005,-22.583,-24.902,-37.903
0.753,0.308,-0.099,-13.550,-20.630,-42.419
0.819,0.275,-0.139,0.610,-19.287,-42.847
0.865,0.236,-0.114,16.663,-20.264,-40.039
0.863,0.229,-0.039,30.884,-22.095,-36.621
0.814,0.271,0.104,42.297,-24.475,-33.936
0.824,0.296,0.240,48.279,-23.926,-33.325
0.916,0.298,0.311,46.143,-19.470,-34.302
1.009,0.291,0.330,38.452,-13.428,-33.386
1.048,0.289,0.340,26.733,-5.920,-29.175
1.040,0.277,0.321,12.573,1.404,-24.109
1.035,0.262,0.263,-1.831,6.042,-19.897
1.050,0.257,0.194,-12.878,5.981,-15.808
1.024,0.288,0.162,-19.104,2.258,-11.047
1.004,0.320,0.186,-19.775,-3.479,-5.493
0.983,0.380,0.230,-18.799,-8.545,-3.479
0.967,0.443,0.280,-16.235,-12.207,-4.639
0.998,0.467,0.302,-11.597,-10.803,-8.545
1.025,0.467,0.317,-5.188,-4.089,-12.634
1.039,0.459,0.315,0.549,5.371,-15.747
1.054,0.457,0.322,6.226,13.916,-16.663
1.130,0.458,0.318,10.132,21.179,-15.137
1.172,0.480,0.342,10.376,22.949,-13.000
1.171,0.522,0.395,5.676,20.996,-10.498
1.181,0.547,0.441,-3.967,14.648,-8.728
1.244,0.588,0.439,-16.357,3.296,-10.742
1.255,0.613,0.390,-29.785,-6.226,-11.475
1.226,0.650,0.308,-40.405,-13.367,-9.338
1.147,0.655,0.207,-44.495,-16.113,-8.789
1.187,0.607,0.249,-37.781,-15.930,-15.198
1.223,0.592,0.331,-30.151,-24.231,-22.339
1.284,0.552,0.269,-40.039,-26.062,-18.494
1.277,0.490,0.142,-45.776,-10.803,-8.057
1.184,0.402,0.050,-44.434,-2.075,2.563
1.128,0.303,-0.008,-40.466,-3.296,8.972
1.151,0.165,-0.044,-36.865,-7.202,7.690
1.229,-0.002,-0.029,-32.715,-14.282,1.953
1.346,-0.183,0.026,-30.701,-26.245,-1.953
1.512,-0.374,0.107,-33.203,-41.077,-2.197
1.704,-0.577,0.155,-40.344,-54.260,2.869
1.873,-0.746,0.156,-46.265,-59.082,16.602
1.944,-0.862,0.155,-46.509,-51.575,39.063
1.926,-0.937,0.169,-43.884,-39.246,65.918
1.894,-1.019,0.198,-42.969,-32.898,91.125
1.917,-1.068,0.225,-41.321,-30.090,116.577
1.907,-1.080,0.260,-37.659,-24.170,147.400
1.806,-1.099,0.314,-34.363,-16.785,182.129
1.646,-1.107,0.362,-35.034,-10.376,213.867
1.528,-1.088,0.373,-37.170,-5.249,239.197
1.420,-1.033,0.382,-37.537,-0.122,261.902
1.287,-0.982,0.413,-38.086,4.822,283.508
1.092,-0.949,0.456,-42.603,5.859,305.054
0.903,-0.979,0.486,-50.903,4.272,327.576
0.721,-1.001,0.490,-58.472,6.287,351.196
0.558,-0.997,0.442,-65.918,13.245,373.291
0.446,-0.960,0.344,-72.388,20.752,391.235
0.321,-0.957,0.284,-74.402,26.672,406.189
0.162,-0.940,0.238,-71.533,31.555,420.105
-0.013,-0.917,0.269,-65.796,40.222,436.401
-0.335,-0.913,0.296,-66.528,43.213,453.918
-0.619,-0.919,0.228,-79.285,37.537,468.689
-0.820,-0.879,0.105,-95.703,27.527,479.248
-1.060,-0.786,0.069,-110.291,13.794,478.516
-1.262,-0.689,0.022,-121.338,-5.310,461.182
-1.248,-0.590,-0.060,-119.812,-11.230,441.833
-1.292,-0.510,-0.113,-106.201,5.981,431.274
-1.558,-0.395,-0.151,-88.928,30.029,425.598
-1.967,-0.208,-0.203,-78.735,45.288,422.241
-2.360,0.094,-0.348,-77.881,44.678,413.696
-2.856,0.596,-0.392,-70.862,36.316,392.151
-3.136,1.010,-0.374,-48.035,36.377,348.572
-3.227,1.372,-0.336,-11.719,60.486,280.701
-3.193,1.569,-0.143,40.222,115.845,207.031
-3.070,1.665,0.112,89.661,181.030,138.733
-2.808,1.699,0.252,106.018,229.126,80.383
-2.449,1.547,0.298,79.102,235.107,31.311
-1.957,1.352,0.096,22.400,195.557,-4.089
-1.484,1.193,-0.316,-37.415,134.644,-15.930
-1.158,1.107,-0.757,-75.806,73.486,-10.132
-1.042,1.088,-1.002,-81.787,14.648,1.587
-1.088,1.092,-1.000,-62.317,-36.743,13.123
-1.146,1.112,-0.832,-34.241,-73.853,17.578
-1.174,1.138,-0.636,-9.033,-92.285,12.939
-1.125,1.124,-0.424,13.184,-94.604,1.709
-1.074,1.107,-0.148,33.325,-84.717,-11.292
-1.052,1.088,0.109,43.335,-69.580,-24.170
-0.980,1.047,0.221,38.086,-53.589,-37.537
-0.885,1.008,0.213,26.550,-36.377,-48.035
-0.809,0.964,0.141,17.090,-18.677,-54.932
-0.746,0.918,0.036,11.841,-3.845,-60.303
-0.682,0.863,-0.056,10.681,6.531,-65.552
-0.649,0.818,-0.121,11.902,11.658,-69.580
-0.678,0.805,-0.151,13.428,12.695,-71.350
-0.744,0.827,-0.165,14.221,10.193,-72.998
-0.895,0.881,-0.138,14.709,5.127,-77.332
-1.113,0.965,-0.055,14.160,-0.427,-88.501
-1.286,1.018,0.003,10.864,-3.418,-110.291
-1.418,1.030,0.013,5.859,-3.235,-141.357
-1.641,1.027,0.047,0.366,-3.113,-181.274
-1.948,1.020,0.167,-5.737,-1.831,-231.445
-2.243,0.983,0.287,-19.165,4.517,-295.227
-2.456,0.910,0.333,-42.847,17.944,-369.141
-2.326,0.632,0.158,-70.679,39.734,-444.336
-1.723,0.311,-0.203,-84.412,74.158,-495.117
-1.908,0.132,-0.448,-71.777,106.873,-504.150
-1.279,-0.223,-0.696,-60.303,91.187,-516.785
-0.763,-0.193,-0.892,-41.931,56.213,-499.023
-0.532,-0.176,-0.929,-18.799,9.766,-465.332
1.285,-0.361,1.016,33.020,-55.054,-184.631
1.209,-0.351,0.945,5.920,-44.312,-156.921
1.036,-0.302,0.892,-13.306,-33.508,-135.742
0.971,-0.290,0.813,-23.193,-24.902,-125.732
1.021,-0.342,0.732,-25.330,-20.020,-124.878
1.109,-0.454,0.675,-20.996,-18.188,-125.793
1.217,-0.473,0.652,-12.878,-17.944,-122.253
1.368,-0.505,0.649,-7.141,-18.799,-113.037
1.469,-0.555,0.646,-10.132,-15.991,-98.755
1.401,-0.555,0.658,-20.813,-11.169,-81.909
1.271,-0.524,0.681,-34.302,-6.409,-65.674
1.298,-0.545,0.616,-48.523,-3.540,-54.810
1.294,-0.533,0.580,-59.387,-4.272,-48.645
1.291,-0.481,0.620,-65.063,-6.592,-41.626
1.530,-0.354,0.636,-70.496,-1.892,-33.325
2.249,0.019,0.549,-72.571,4.333,-29.724
2.269,-0.282,0.624,-66.528,0.916,-29.846
2.142,-0.187,0.474,-77.271,25.757,-16.541
1.918,-0.144,0.197,-84.839,60.181,6.592
1.609,-0.174,-0.024,-79.834,74.646,21.851
1.375,-0.070,-0.234,-72.510,69.153,31.616
1.224,-0.019,-0.306,-52.612,49.744,40.894
1.055,0.009,-0.279,-30.334,24.658,47.913
0.788,0.082,-0.174,-13.550,1.099,52.429
0.613,0.138,-0.054,-0.977,-16.602,50.232
0.568,0.154,0.058,6.409,-30.762,39.001
0.666,0.115,0.151,8.057,-43.152,24.658
0.801,0.095,0.232,6.348,-50.842,16.052
0.862,0.125,0.319,4.211,-50.415,17.639
0.886,0.163,0.393,1.526,-43.518,24.048
0.868,0.211,0.427,-3.479,-32.349,30.701
0.862,0.238,0.424,-9.033,-19.470,36.560
0.855,0.269,0.398,-14.038,-6.958,41.931
0.832,0.312,0.366,-18.860,2.808,47.424
0.799,0.365,0.332,-23.926,8.911,52.124
0.755,0.424,0.311,-28.992,11.169,54.810
0.734,0.476,0.290,-34.363,11.047,53.223
0.766,0.519,0.271,-39.246,9.644,48.706
0.812,0.559,0.245,-43.945,6.836,44.067
0.803,0.624,0.234,-48.706,4.028,39.734
0.807,0.671,0.197,-52.002,2.991,35.034
0.823,0.684,0.147,-51.758,3.113,29.236
0.839,0.676,0.094,-46.753,3.967,22.339
0.859,0.632,0.078,-35.828,5.432,16.052
0.900,0.569,0.108,-20.813,6.653,12.817
0.960,0.519,0.151,-3.967,11.230,13.550
1.031,0.433,0.218,13.306,22.644,18.188
1.112,0.361,0.320,30.212,39.368,27.710
1.230,0.290,0.436,41.504,59.998,40.894
1.336,0.209,0.490,38.452,74.158,59.021
1.355,0.096,0.519,22.583,76.416,84.656
1.483,-0.020,0.528,3.113,69.519,112.793
1.716,-0.204,0.577,-14.221,62.805,148.621
1.817,-0.341,0.600,-25.513,71.228,205.505
1.649,-0.395,0.599,-32.959,94.666,279.724
1.262,-0.366,0.565,-41.138,123.413,349.426
0.885,-0.319,0.383,-52.979,138.489,394.043
0.611,-0.171,0.192,-65.857,129.272,411.011
0.520,-0.026,0.062,-76.477,95.276,403.503
0.585,0.028,-0.076,-82.581,51.819,387.329
0.651,0.049,-0.199,-77.393,20.508,377.747
0.638,0.053,-0.245,-64.392,1.404,373.901
0.550,0.151,-0.273,-55.908,-25.635,371.155
0.445,0.266,-0.286,-53.223,-67.261,365.845
0.328,0.290,-0.285,-56.091,-115.662,356.018
0.194,0.326,-0.236,-56.580,-157.776,348.877
0.007,0.365,-0.235,-55.603,-184.021,344.910
-0.179,0.463,-0.274,-55.725,-195.129,337.158
-0.415,0.565,-0.269,-54.626,-197.998,323.730
-0.658,0.720,-0.253,-53.467,-197.693,305.298
-0.886,0.885,-0.204,-50.659,-187.927,281.067
-1.164,1.017,-0.245,-42.175,-160.767,253.418
-1.353,1.216,-0.182,-21.240,-104.065,219.055
-1.493,1.369,-0.114,6.531,-28.503,175.781
-1.573,1.440,-0.065,26.245,48.706,126.770
-1.502,1.437,-0.107,34.058,107.605,77.942
-1.365,1.419,-0.238,30.884,137.695,35.889
-1.250,1.405,-0.371,22.461,140.442,6.409
-1.086,1.334,-0.406,14.160,115.967,-11.902
-0.888,1.258,-0.338,9.949,76.050,-20.264
-0.757,1.232,-0.261,6.592,41.992,-18.188
-0.701,1.222,-0.198,1.831,19.348,-16.235
-0.620,1.184,-0.139,-2.014,2.625,-20.325
-0.519,1.126,-0.077,-3.540,-7.019,-27.649
-0.416,1.062,-0.017,-2.563,-10.376,-34.668
-0.320,1.012,0.019,-0.854,-8.362,-40.649
-0.224,0.953,0.067,1.465,-4.333,-45.105
-0.118,0.896,0.115,4.028,0.183,-47.180
-0.039,0.873,0.134,5.188,6.226,-46.204
0.009,0.860,0.108,4.883,13.123,-43.945
0.060,0.847,0.073,6.165,17.578,-41.992
0.102,0.824,0.076,11.108,20.203,-39.124
0.126,0.823,0.102,16.418,22.034,-34.424
0.142,0.824,0.114,18.311,20.996,-28.870
0.151,0.835,0.120,17.456,17.151,-23.376
0.140,0.855,0.137,15.686,11.414,-18.250
0.128,0.878,0.157,11.536,4.395,-13.611
0.133,0.875,0.165,5.981,-3.784,-9.827
0.138,0.876,0.164,0.183,-9.888,-4.700
0.105,0.904,0.153,-4.150,-12.451,2.014
0.043,0.939,0.136,-6.836,-10.925,7.019
-0.003,0.956,0.127,-6.775,-6.592,7.874
-0.032,0.962,0.134,-5.920,-0.732,6.287
-0.050,0.959,0.121,-5.859,5.737,4.456
-0.065,0.959,0.083,-7.080,11.047,2.930
-0.083,0.967,0.041,-8.118,13.367,2.747
-0.094,0.974,-0.003,-9.338,12.451,2.930
-0.115,0.986,-0.024,-10.010,8.667,3.296
-0.142,0.995,-0.045,-11.536,4.089,4.028
-0.161,1.000,-0.072,-12.817,-0.305,4.272
-0.174,1.000,-0.091,-11.902,-3.174,3.235
-0.187,0.999,-0.102,-9.827,-4.150,1.221
-0.195,0.998,-0.106,-6.836,-4.395,-1.343
-0.211,1.008,-0.117,-3.723,-4.395,-4.761
-0.233,1.026,-0.145,-1.831,-4.822,-10.681
-0.246,1.045,-0.174,0.366,-7.080,-19.653
-0.239,1.043,-0.209,3.723,-10.864,-31.555
-0.219,1.030,-0.250,9.155,-13.428,-44.495
-0.180,1.009,-0.306,18.372,-13.794,-57.007
0.921,0.188,1.425,106.262,11.963,-100.098
0.892,0.175,1.339,58.167,17.944,-77.148
0.793,0.158,1.223,18.921,24.780,-57.922
0.680,0.181,1.088,-8.606,30.273,-44.739
0.576,0.208,0.981,-24.353,34.668,-36.011
0.537,0.227,0.910,-30.579,37.659,-32.837
0.545,0.240,0.851,-32.959,40.283,-31.128
0.579,0.225,0.793,-33.386,43.518,-28.870
0.594,0.229,0.729,-31.616,43.335,-26.428
0.583,0.237,0.668,-28.381,38.940,-22.217
0.579,0.254,0.613,-23.743,31.189,-17.517
0.586,0.262,0.583,-17.578,22.644,-12.207
0.594,0.263,0.579,-10.803,14.160,-7.690
0.573,0.271,0.597,-4.578,6.897,-3.906
0.547,0.298,0.622,0.916,3.174,-0.732
0.542,0.317,0.648,5.615,2.075,1.770
0.557,0.325,0.668,8.850,3.906,2.502
0.556,0.339,0.691,9.705,6.409,2.686
0.531,0.372,0.716,8.606,7.812,3.174
0.537,0.396,0.724,6.714,9.827,2.136
0.558,0.398,0.727,3.906,12.329,-0.122
0.583,0.394,0.724,-0.183,13.306,-1.709
0.603,0.391,0.708,-5.188,12.512,-2.014
0.614,0.379,0.690,-10.376,10.742,-1.526
0.609,0.365,0.668,-13.367,8.606,-0.671
0.600,0.390,0.639,-13.428,6.104,-0.183
0.603,0.399,0.628,-11.658,4.028,0.366
0.606,0.401,0.618,-10.132,3.357,1.343
0.603,0.399,0.610,-9.338,2.441,2.319
0.600,0.395,0.595,-8.972,1.648,3.052
0.599,0.386,0.582,-8.545,0.732,3.967
0.596,0.371,0.574,-8.057,-0.061,4.639
0.587,0.358,0.571,-7.690,-1.465,5.066
0.573,0.360,0.571,-6.775,-2.808,4.761
0.576,0.359,0.577,-4.395,-3.601,4.211
0.588,0.351,0.592,-0.916,-3.784,3.662
0.601,0.348,0.612,2.319,-3.479,4.089
0.607,0.347,0.630,5.005,-3.296,5.371
0.596,0.355,0.660,6.348,-3.052,6.958
0.569,0.362,0.697,4.333,-3.113,7.751
0.544,0.389,0.701,1.038,-5.615,7.141
0.545,0.403,0.714,-0.061,-7.690,6.042
0.553,0.400,0.735,0.305,-8.301,4.578
0.557,0.398,0.749,0.305,-7.690,2.747
0.562,0.396,0.764,0.671,-5.981,2.014
0.566,0.395,0.771,1.160,-3.601,2.441
0.557,0.402,0.778,1.953,-1.465,3.418
0.546,0.407,0.779,2.197,1.099,4.028
0.540,0.409,0.774,1.892,3.540,4.028
0.524,0.415,0.768,1.465,5.737,3.418
0.522,0.425,0.760,0.854,7.507,2.136
0.525,0.422,0.750,0.183,9.460,0.488
0.528,0.415,0.743,-0.610,9.766,-0.793
0.531,0.410,0.738,-2.136,9.949,-1.770
0.523,0.408,0.755,-4.578,9.033,-2.625
0.529,0.407,0.755,-9.705,6.348,-4.578
0.555,0.405,0.738,-15.808,3.662,-6.104
0.580,0.392,0.717,-20.142,2.869,-6.470
0.592,0.375,0.700,-23.071,2.686,-5.920
0.607,0.363,0.674,-24.719,2.991,-5.066
0.622,0.348,0.650,-24.902,3.723,-3.662
0.682,0.307,0.647,-23.254,4.089,-1.526
0.778,0.235,0.680,-19.104,5.188,3.845
0.893,0.199,0.738,-14.404,10.376,14.648
0.909,0.163,0.811,-11.169,20.447,32.227
